15-Dec-2021 17:22:25  | FRM | ### | ----------------------------------------------------------------------------
15-Dec-2021 17:22:25  | FRM | ### | LMEx Framework Version: 4.0.0.12
15-Dec-2021 17:22:25  | FRM | ### | LMEx 32Bit
15-Dec-2021 17:22:25  | FRM | ### | LMEx Sensor Version: 1.1.11.3
15-Dec-2021 17:22:25  | FRM | ### | User: MIB1RT
15-Dec-2021 17:22:25  | FRM | ### | User level: EXTENDED
15-Dec-2021 17:22:25  | FRM | ### | Test bench         : CANONLY
15-Dec-2021 17:22:25  | FRM | ### | Host name          : RT-Z0KG0
15-Dec-2021 17:22:25  | FRM | ### | Unibox Id          : 100
15-Dec-2021 17:22:25  | FRM | ### | Mainboard Number   : -1
15-Dec-2021 17:22:25  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
15-Dec-2021 17:22:25  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007765_8D-21-686\04-El._Testing_at_RT_Accel_Gyro(3)\FA_4755
15-Dec-2021 17:22:25  | FRM | ### | Temporary file path: c:\TempMessdaten\\20211215172225\
15-Dec-2021 17:22:25  | FRM | ### | Movejob: deactivated
15-Dec-2021 17:22:25  | FRM | ### | TDMS ByteOrder: BigEndian
15-Dec-2021 17:22:25  | FRM | ### | TDMS language: german
15-Dec-2021 17:22:25  | FRM | ### | ----------------------------------------------------------------------------
15-Dec-2021 17:22:25  | FRM | ### | Info: temporary saving active
15-Dec-2021 17:22:25  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
15-Dec-2021 17:22:25  | FRM | ### | 
15-Dec-2021 17:22:25  | FRM | ### | ----------------------------------------------------------------------------
15-Dec-2021 17:22:25  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
15-Dec-2021 17:22:25  | FRM | ### | ----------------------------------------------------------------------------
15-Dec-2021 17:22:25  | FRM | ### | 
15-Dec-2021 17:22:25  | FRM | ### | Sensor Pos=1 Nr=1
15-Dec-2021 17:22:25  | FRM | ### | Sensor Pos=4 Nr=4755
15-Dec-2021 17:22:25  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
15-Dec-2021 17:22:25  | FRM | ### | Test initializeded
15-Dec-2021 17:22:25  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
15-Dec-2021 17:22:28  | INF | ### | Paranoia power reset (TM)
15-Dec-2021 17:22:30  | SEN | 001 | module_id:8256
15-Dec-2021 17:22:30  | SEN | 001 | SNR:b0b6808707032040
15-Dec-2021 17:22:31  | SEN | 001 | USNR:0000H6K250004064032KY
15-Dec-2021 17:22:32  | INF | ### | CRC 64138 crc read:64138
15-Dec-2021 17:22:32  | INF | ### | SensorNr1
15-Dec-2021 17:22:32  | INF | ### | 
15-Dec-2021 17:22:32  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
15-Dec-2021 17:22:34  | INF | ### | | RATE_X_wodrivewoCM        |      -0.01dps|  0.04dps  | DC <2dps, AC < 0.088dps |
15-Dec-2021 17:22:54  | INF | ### | | CV_Y_inTADC_diff          |       -0.08mV|   0.00mV  | W/ CM minus W/O CM |
15-Dec-2021 17:22:54  | INF | ### | | CV_Z_inTADC_diff          |        0.34mV|   0.00mV  | W/ CM minus W/O CM |
15-Dec-2021 17:22:55  | INF | ### | | RATE_X_wodrivewCM_s30     |       15.96mv|  -0.30mv  | pls compare it with CV_X_wodrivewCM in TADC |
15-Dec-2021 17:22:55  | INF | ### | | RATE_Y_wodrivewCM_s30     |        5.86mv|   0.16mv  | pls compare it with CV_Y_wodrivewCM in TADC |
15-Dec-2021 17:22:55  | INF | ### | | RATE_Z_wodrivewCM_s30     |       -8.36mv|  -0.61mv  | pls compare it with CV_Z_wdrivewoCM in TADC |
15-Dec-2021 17:22:55  | INF | ### | | S30_CV_X_diff_wodrivewCM  |       -3.61mv|   0.00mv  |  |
15-Dec-2021 17:22:55  | INF | ### | | S30_CV_Y_diff_wodrivewCM  |        0.88mv|   0.00mv  |  |
15-Dec-2021 17:22:55  | INF | ### | | S30_CV_Z_diff_wodrivewCM  |       -7.08mv|   0.00mv  |  |
15-Dec-2021 17:22:57  | INF | ### | | CM_OFFSET_wodrive in TADC |       -5.49mV|   0.06mV  |  |
15-Dec-2021 17:22:58  | INF | ### | | Aout(4k_en)               |      324.80mV|   1.86mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
15-Dec-2021 17:22:59  | INF | ### | | Pout(4k_en)               |       72.14mV|   0.14mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
15-Dec-2021 17:23:00  | INF | ### | | Aout(4k_en & pd_aa)       |      648.29mV|   4.00mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_aa=1 \\ saturation?~^ |
15-Dec-2021 17:23:02  | INF | ### | | Aout(4k_en & pd_ai)       |      641.04mV|   4.50mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_ai=1 \\ saturation?~^ |
15-Dec-2021 17:23:03  | INF | ### | | Aout normal mode          |      652.33mV|   3.57mV  | ^~default~^ |
15-Dec-2021 17:23:05  | INF | ### | | Normal_Rate_x             |       0.60dps|  0.05dps  | comment |
15-Dec-2021 17:23:05  | INF | ### | | Normal_Rate_y             |       0.02dps|  0.06dps  | comment |
15-Dec-2021 17:23:05  | INF | ### | | Normal_Rate_z             |       0.16dps|  0.05dps  | comment |
15-Dec-2021 17:23:06  | INF | ### | | Pout normal mode          |       75.93mV|   0.28mV  | ^~default~^ |
15-Dec-2021 17:23:07  | INF | ### | | CM_OFFSET_normal in TADC  |       -5.50mV|   0.06mV  |  |
15-Dec-2021 17:23:07  | INF | ### | | AoutTrim                  |      660.55mV|   0.00mV  |  |
15-Dec-2021 17:23:08  | INF | ### | | Aout_s16                  |      651.79mV|   0.00mV  |  |
15-Dec-2021 17:23:08  | INF | ### | | Aout_rel_dev_s16          |      -1.33pct|  0.00pct  |  |
15-Dec-2021 17:23:10  | INF | ### | | S31:CM_in_Sens            |        0.05Au|   0.02Au  | comment |
15-Dec-2021 17:23:11  | INF | ### | | S31:CM_inSens_PD_AI       |        0.48Au|   0.06Au  | comment |
15-Dec-2021 17:23:11  | INF | ### | | S31:CM_inSens_PD_AA       |       -0.39Au|   0.06Au  | comment |
15-Dec-2021 17:23:12  | INF | ### | | S31:CM_inSens_PD_AIAA     |        0.04Au|   0.05Au  | comment |
15-Dec-2021 17:23:14  | INF | ### | | CV_D_in_Sens              |   23538.90LSB|  2.78LSB  | comment |
15-Dec-2021 17:23:16  | INF | ### | | GYRO_TAU                  |       71.24ms|   0.00ms  | comment |
15-Dec-2021 17:23:17  | INF | ### | | VCO_freq_measured         |       0.00KHz|  0.00KHz  | it would only work on DKT, get 0 from HMP |
15-Dec-2021 17:23:17  | INF | ### | | VCO_freq_FT               |      25.76KHz|  0.00KHz  |  |
15-Dec-2021 17:23:17  | INF | ### | | VCO_freq_dev              |    25757.60Hz|   0.00Hz  | 100Hz dev max, This data will only be available when the FA script run on DKT |
15-Dec-2021 17:23:18  | INF | ### | | Gyro_rate_raw_x           |       3.50dps|  0.04dps  | comment |
15-Dec-2021 17:23:18  | INF | ### | | Gyro_rate_raw_y           |      15.45dps|  0.06dps  | comment |
15-Dec-2021 17:23:18  | INF | ### | | Gyro_rate_raw_z           |       0.53dps|  0.04dps  | comment |
15-Dec-2021 17:23:19  | INF | ### | | Quad_q2r_res_x            |      60.61dps|  0.51dps  | comment |
15-Dec-2021 17:23:19  | INF | ### | | Quad_q2r_res_y            |     541.56dps|  0.92dps  | comment |
15-Dec-2021 17:23:19  | INF | ### | | Quad_q2r_res_z            |     185.87dps|  1.55dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Rdiff_cvs_x               |       0.38dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Rdiff_cvs_y               |       1.01dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Rdiff_cvs_z               |       0.14dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Qdiff_cvs_x               |   -1667.89dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Qdiff_cvs_y               |   -2074.16dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Qdiff_cvs_z               |    1285.79dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Phase_cvs_x               |     -0.23mrad| 0.00mrad  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Phase_cvs_y               |     -0.49mrad| 0.00mrad  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Phase_cvs_z               |      0.11mrad| 0.00mrad  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Rdiff_x                   |       0.32dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Rdiff_y                   |      -0.82dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Rdiff_z                   |       0.75dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Qdiff_x                   |    -194.28dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Qdiff_y                   |     210.71dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Qdiff_z                   |    -374.05dps|  0.00dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Phase_TOSK_x              |     -1.65mrad| 0.00mrad  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Phase_TOSK_y              |     -3.90mrad| 0.00mrad  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Phase_TOSK_z              |     -2.02mrad| 0.00mrad  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Post_Rate_x               |       0.58dps|  0.05dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Post_Rate_y               |       0.01dps|  0.06dps  | comment |
15-Dec-2021 17:23:26  | INF | ### | | Post_Rate_z               |       0.70dps|  0.05dps  | comment |
15-Dec-2021 17:23:28  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|          1.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:28  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|         14.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:28  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|          0.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:28  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|         76.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:30  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|          2.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:30  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|         10.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:30  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|          0.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:30  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|         31.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:32  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|          3.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:32  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|         14.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:32  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|          0.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:32  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|         52.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:34  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|          4.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:34  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|         11.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:34  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|          0.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:34  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|         25.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:36  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|          5.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:36  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|         13.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:36  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|          0.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:36  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|         27.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:37  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|          6.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:37  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|         11.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:37  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|          0.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:37  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|         25.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:39  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|          7.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:39  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|         11.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:39  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|          0.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:39  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|         25.00|     0.00  | S23 -> combo |
15-Dec-2021 17:23:39  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20211215172225\\AoutStartUp_Loop7_Pos1_module_id_8256_20211215172338.csv
15-Dec-2021 17:23:41  | INF | ### | | GYRO_STARTUP time         |       30.66ms|   0.00ms  | check only the mean value |
15-Dec-2021 17:23:41  | INF | ### | | ASIC_temp_start           |     21.31degC| 0.02degC  | ^~temperature taken upon start~^ |
15-Dec-2021 17:23:41  | INF | ### | | ASIC_temp_end             |     21.44degC| 0.00degC  | ^~temperature taken at the end~^ |
15-Dec-2021 17:23:41  | INF | ### | 
15-Dec-2021 17:23:43  | INF | ### | Paranoia power reset (TM)
15-Dec-2021 17:23:47  | INF | ### | | a_x_G32_stim_zp1g         |       -3.44mg|   1.65mg  | -20mg < DC < 20 mg, AC < 2 mg |
15-Dec-2021 17:23:47  | INF | ### | | a_y_G32_stim_zp1g         |        4.30mg|   2.20mg  | -20mg < DC < 20 mg, AC < 2 mg |
15-Dec-2021 17:23:47  | INF | ### | | a_z_G32_stim_zp1g         |      997.77mg|   3.07mg  | 900mg < DC < 1100 mg, AC < 2 mg |
15-Dec-2021 17:23:48  | INF | ### | | a_x_G16_stim_zp1g         |       -1.99mg|   1.55mg  | -20mg < DC < 20 mg, AC < 2 mg |
15-Dec-2021 17:23:48  | INF | ### | | a_y_G16_stim_zp1g         |        2.52mg|   2.01mg  | -20mg < DC < 20 mg, AC < 2 mg |
15-Dec-2021 17:23:48  | INF | ### | | a_z_G16_stim_zp1g         |      998.05mg|   1.68mg  | 900mg < DC < 1100 mg, AC < 2 mg |
15-Dec-2021 17:23:49  | INF | ### | | a_x_stim_zp1g_pre_bite    |       -0.59mg|   1.62mg  | -20mg < DC < 20 mg, AC < 2 mg |
15-Dec-2021 17:23:49  | INF | ### | | a_y_stim_zp1g_pre_bite    |        0.31mg|   2.32mg  | -20mg < DC < 20 mg, AC < 2 mg |
15-Dec-2021 17:23:49  | INF | ### | | a_z_stim_zp1g_pre_bite    |      994.14mg|   1.41mg  | 980mg < DC < 1020 mg, AC < 2 mg |
15-Dec-2021 17:23:49  | INF | ### | | a_x_stim_zp1g_bite_sign0  |     4548.83mg|   1.59mg  | 3000mg < DC < 7000 mg |
15-Dec-2021 17:23:49  | INF | ### | | a_y_stim_zp1g_bite_sign0  |    -4120.12mg|   3.28mg  | -6500mg < DC < -2000 mg |
15-Dec-2021 17:23:50  | INF | ### | | a_z_stim_zp1g_bite_sign0  |    -3603.32mg|   1.35mg  | -5000mg < DC < -2000 mg |
15-Dec-2021 17:23:50  | INF | ### | | a_x_stim_zp1g_bite_sign1  |    -4897.38mg|   1.09mg  | -7000mg < DC < -3000 mg |
15-Dec-2021 17:23:50  | INF | ### | | a_y_stim_zp1g_bite_sign1  |     4194.22mg|   1.90mg  | 2000mg < DC < 6500 mg |
15-Dec-2021 17:23:50  | INF | ### | | a_z_stim_zp1g_bite_sign1  |     5866.95mg|   1.50mg  | 4000mg < DC < 7000 mg |
15-Dec-2021 17:23:52  | INF | ### | | a_x_stim_zp1g_post_bite   |       -1.09mg|   3.81mg  | -20mg < DC < 20 mg, AC < 2 mg |
15-Dec-2021 17:23:52  | INF | ### | | a_y_stim_zp1g_post_bite   |        0.70mg|   6.65mg  | -20mg < DC < 20 mg, AC < 2 mg |
15-Dec-2021 17:23:52  | INF | ### | | a_z_stim_zp1g_post_bite   |      993.63mg|   3.26mg  | 980mg < DC < 1020 mg, AC < 2 mg |
15-Dec-2021 17:23:52  | INF | ### | | a_x_stim_zp1g_bite_sum    |     -347.38mg|   0.00mg  | 3750mg < DC < 3750mg |
15-Dec-2021 17:23:52  | INF | ### | | a_y_stim_zp1g_bite_sum    |       73.48mg|   0.00mg  | 3750mg < DC < 3750mg |
15-Dec-2021 17:23:52  | INF | ### | | a_z_stim_zp1g_bite_sum    |      275.35mg|   0.00mg  | 3750mg < DC < 3750mg |
15-Dec-2021 17:23:52  | INF | ### | | a_x_stim_zp1g_bite_diff   |     9446.21mg|   0.00mg  | 6500mg < DC < 13000mg |
15-Dec-2021 17:23:52  | INF | ### | | a_y_stim_zp1g_bite_diff   |    -8314.34mg|   0.00mg  | -12000mg < DC < -5500mg |
15-Dec-2021 17:23:52  | INF | ### | | a_z_stim_zp1g_bite_diff   |    -9470.27mg|   0.00mg  | -11500mg < DC < -7000mg |
15-Dec-2021 17:23:52  | INF | ### | | a_x_stim_zp1g_prepost_bite|       -0.51mg|   0.00mg  | -10 mg < DC < 10mg |
15-Dec-2021 17:23:52  | INF | ### | | a_y_stim_zp1g_prepost_bite|        0.39mg|   0.00mg  | -10 mg < DC < 10mg |
15-Dec-2021 17:23:52  | INF | ### | | a_z_stim_zp1g_prepost_bite|       -0.51mg|   0.00mg  | -10 mg < DC < 10mg |
15-Dec-2021 17:23:54  | INF | ### | | a_x_S28_SC_Sensor_Mode    |   25723.16LSB|  0.94LSB  | X < DC < X, AC < X |
15-Dec-2021 17:23:54  | INF | ### | | a_y_S28_SC_Sensor_Mode    |  -26644.45LSB|  0.93LSB  | X < DC < X, AC < X |
15-Dec-2021 17:23:54  | INF | ### | | a_z_S28_SC_Sensor_Mode    |  -25784.84LSB|  0.67LSB  | X < DC < X, AC < X |
15-Dec-2021 17:23:54  | INF | ### | | a_x_S28_SC_CBIST          |   23688.87LSB|  1.13LSB  | X < DC < X, AC < X |
15-Dec-2021 17:23:54  | INF | ### | | a_y_S28_SC_CBIST          |  -24134.41LSB|  0.89LSB  | X < DC < X, AC < X |
15-Dec-2021 17:23:54  | INF | ### | | a_z_S28_SC_CBIST          |  -23458.67LSB|  0.73LSB  | X < DC < X, AC < X |
15-Dec-2021 17:23:55  | INF | ### | | NSF_S28_x                 |          0.92|     0.00  | NSF_S28_x |
15-Dec-2021 17:23:55  | INF | ### | | NSF_S28_y                 |          0.91|     0.00  | NSF_S28_y |
15-Dec-2021 17:23:55  | INF | ### | | NSF_S28_z                 |          0.91|     0.00  | NSF_S28_z |
15-Dec-2021 17:23:55  | INF | ### | | a_x_S28_DC_SC_CBIST       |     -59.41LSB|  0.67LSB  | X < DC < X, AC < X |
15-Dec-2021 17:23:55  | INF | ### | | a_y_S28_DC_SC_CBIST       |      46.80LSB|  0.97LSB  | X < DC < X, AC < X |
15-Dec-2021 17:23:55  | INF | ### | | a_z_S28_DC_SC_CBIST       |     286.41LSB|  0.60LSB  | X < DC < X, AC < X |
15-Dec-2021 17:23:55  | INF | ### | | a_x_S28_DC_SC_CBIST_nsf   |          0.62|     0.00  | a_x_S28_DC_SC_CBIST_nsf |
15-Dec-2021 17:23:55  | INF | ### | | a_y_S28_DC_SC_CBIST_nsf   |          0.88|     0.00  | a_y_S28_DC_SC_CBIST_nsf |
15-Dec-2021 17:23:55  | INF | ### | | a_z_S28_DC_SC_CBIST_nsf   |          0.55|     0.00  | a_z_S28_DC_SC_CBIST_nsf |
15-Dec-2021 17:23:56  | INF | ### | | c_odr_trim_current        |          0.00|     0.00  | c_odr_trim_current |
