10-Feb-2022 13:02:11  | FRM | ### | ----------------------------------------------------------------------------
10-Feb-2022 13:02:11  | FRM | ### | LMEx Framework Version: 4.0.0.12
10-Feb-2022 13:02:11  | FRM | ### | LMEx 32Bit
10-Feb-2022 13:02:11  | FRM | ### | LMEx Sensor Version: 1.1.11.3
10-Feb-2022 13:02:11  | FRM | ### | User: MIB1RT
10-Feb-2022 13:02:11  | FRM | ### | User level: EXTENDED
10-Feb-2022 13:02:11  | FRM | ### | Test bench         : CANONLY
10-Feb-2022 13:02:11  | FRM | ### | Host name          : RT-Z0KG0
10-Feb-2022 13:02:11  | FRM | ### | Unibox Id          : 100
10-Feb-2022 13:02:11  | FRM | ### | Mainboard Number   : -1
10-Feb-2022 13:02:11  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
10-Feb-2022 13:02:11  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007979_8D-22-054\04-El._Testing_at_RT_Accel_Gyro(3)\01_meas\4926_FA_afterDrop
10-Feb-2022 13:02:11  | FRM | ### | Temporary file path: c:\TempMessdaten\\20220210130211\
10-Feb-2022 13:02:11  | FRM | ### | Movejob: deactivated
10-Feb-2022 13:02:11  | FRM | ### | TDMS ByteOrder: BigEndian
10-Feb-2022 13:02:11  | FRM | ### | TDMS language: german
10-Feb-2022 13:02:11  | FRM | ### | ----------------------------------------------------------------------------
10-Feb-2022 13:02:11  | FRM | ### | Info: temporary saving active
10-Feb-2022 13:02:11  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
10-Feb-2022 13:02:11  | FRM | ### | 
10-Feb-2022 13:02:11  | FRM | ### | ----------------------------------------------------------------------------
10-Feb-2022 13:02:11  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
10-Feb-2022 13:02:11  | FRM | ### | ----------------------------------------------------------------------------
10-Feb-2022 13:02:11  | FRM | ### | 
10-Feb-2022 13:02:11  | FRM | ### | Sensor Pos=1 Nr=1
10-Feb-2022 13:02:11  | FRM | ### | Sensor Pos=4 Nr=4926
10-Feb-2022 13:02:11  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
10-Feb-2022 13:02:11  | FRM | ### | Test initializeded
10-Feb-2022 13:02:11  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
10-Feb-2022 13:02:14  | INF | ### | Paranoia power reset (TM)
10-Feb-2022 13:02:16  | SEN | 001 | module_id:4911
10-Feb-2022 13:02:16  | SEN | 001 | SNR:b0b680870703132f
10-Feb-2022 13:02:16  | SEN | 001 | USNR:0000H6K250004047019KY
10-Feb-2022 13:02:17  | INF | ### | CRC 57365 crc read:57365
10-Feb-2022 13:02:17  | INF | ### | SensorNr1
10-Feb-2022 13:02:17  | INF | ### | 
10-Feb-2022 13:02:17  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
10-Feb-2022 13:02:19  | INF | ### | | RATE_X_wodrivewoCM        |     -0.083dps|  0.05dps  | -2dps< DC <2dps, AC < 0.1dps |
10-Feb-2022 13:02:57  | INF | ### | | VCO_freq_measured         |      0.000KHz|  0.00KHz  | 22.5KHz< DC <27.500KHz |
10-Feb-2022 13:02:57  | INF | ### | | VCO_freq_FT               |     25.301KHz|  0.00KHz  | 22.5KHz< DC <27.500KHz |
10-Feb-2022 13:02:57  | INF | ### | | VCO_freq_dev              |   25301.200Hz|   0.00Hz  | -100Hz< DC <100Hz |
10-Feb-2022 13:02:58  | INF | ### | | Gyro_rate_raw_x           |      2.941dps|  0.03dps  | -100dps< DC <100dps, AC < 0.2dps |
10-Feb-2022 13:02:58  | INF | ### | | Gyro_rate_raw_y           |      9.247dps|  0.06dps  | -100dps< DC <100dps, AC < 0.2dps |
10-Feb-2022 13:02:58  | INF | ### | | Gyro_rate_raw_z           |     -0.566dps|  0.06dps  | -100dps< DC <100dps, AC < 0.2dps |
10-Feb-2022 13:02:58  | INF | ### | | Quad_q2r_res_x            |     20.244dps|  0.29dps  | -3000dps< DC <3000dps, AC < 10dps |
10-Feb-2022 13:02:58  | INF | ### | | Quad_q2r_res_y            |   -405.508dps|  0.56dps  | -3000dps< DC <3000dps, AC < 10dps |
10-Feb-2022 13:02:58  | INF | ### | | Quad_q2r_res_z            |    -36.365dps|  0.69dps  | -3000dps< DC <3000dps, AC < 10dps |
10-Feb-2022 13:03:05  | INF | ### | | Rdiff_cvs_x               |      0.378dps|  0.00dps  | -5dps< DC <5dps |
10-Feb-2022 13:03:05  | INF | ### | | Rdiff_cvs_y               |      1.221dps|  0.00dps  | -5dps< DC <5dps |
10-Feb-2022 13:03:05  | INF | ### | | Rdiff_cvs_z               |      0.144dps|  0.00dps  | -5dps< DC <5dps |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_cvs_x               |  -1602.351dps|  0.00dps  | -6000dps< DC <-200dps |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_cvs_y               |  -2133.521dps|  0.00dps  | -6000dps< DC <-200dps |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_cvs_z               |   1335.677dps|  0.00dps  | 200dps< DC <6000dps |
10-Feb-2022 13:03:05  | INF | ### | | Phase_cvs_x               |    -0.236mrad| 0.00mrad  | -10mrad< DC <10mrad |
10-Feb-2022 13:03:05  | INF | ### | | Phase_cvs_y               |    -0.572mrad| 0.00mrad  | -10mrad< DC <10mrad |
10-Feb-2022 13:03:05  | INF | ### | | Phase_cvs_z               |     0.108mrad| 0.00mrad  | -10mrad< DC <10mrad |
10-Feb-2022 13:03:05  | INF | ### | | Rdiff_x                   |      0.260dps|  0.00dps  | 0.01dps< DC <5dps |
10-Feb-2022 13:03:05  | INF | ### | | Rdiff_y                   |     -0.709dps|  0.00dps  | -5dps< DC <-0.01dps |
10-Feb-2022 13:03:05  | INF | ### | | Rdiff_z                   |      0.555dps|  0.00dps  | 0.01dps< DC <5dps |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_x                   |   -193.733dps|  0.00dps  | -248dps< DC <-120dps |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_y                   |    210.263dps|  0.00dps  | 140dps< DC <268dps |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_z                   |   -368.693dps|  0.00dps  | -464dps< DC <-272dps |
10-Feb-2022 13:03:05  | INF | ### | | Phase_TOSK_x              |    -1.342mrad| 0.00mrad  | -5mrad< DC <-0.1mrad |
10-Feb-2022 13:03:05  | INF | ### | | Phase_TOSK_y              |    -3.371mrad| 0.00mrad  | -7mrad< DC <-0.1mrad |
10-Feb-2022 13:03:05  | INF | ### | | Phase_TOSK_z              |    -1.504mrad| 0.00mrad  | -5mrad< DC <-0.1mrad |
10-Feb-2022 13:03:05  | INF | ### | | QDIFFtrim_X               |    194.750dps|  0.00dps  |   |
10-Feb-2022 13:03:05  | INF | ### | | QDIFFtrim_Y               |    208.400dps|  0.00dps  |   |
10-Feb-2022 13:03:05  | INF | ### | | QDIFFtrim_Z               |    368.000dps|  0.00dps  |   |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_dev_X               |     -1.017dps|  0.00dps  |   |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_dev_Y               |      1.863dps|  0.00dps  |   |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_dev_Z               |      0.693dps|  0.00dps  |   |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_rel_dev_X           |     -0.522pct|  0.00pct  | -3 pct < DC < 3 pct |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_rel_dev_Y           |      0.894pct|  0.00pct  | -3 pct < DC < 3 pct |
10-Feb-2022 13:03:05  | INF | ### | | Qdiff_rel_dev_Z           |      0.188pct|  0.00pct  | -3 pct < DC < 3 pct |
10-Feb-2022 13:03:06  | INF | ### | | Post_Rate_x               |      0.176dps|  0.05dps  | -25dps< DC <25dps, AC < 0.2dps |
10-Feb-2022 13:03:06  | INF | ### | | Post_Rate_y               |      0.060dps|  0.07dps  | -25dps< DC <25dps, AC < 0.2dps |
10-Feb-2022 13:03:06  | INF | ### | | Post_Rate_z               |      0.007dps|  0.06dps  | -25dps< DC <25dps, AC < 0.2dps |
10-Feb-2022 13:03:08  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|         1.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:08  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|        10.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:08  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|         0.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:08  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|        25.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:09  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|         2.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:09  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|        14.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:09  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|         0.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:09  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|        29.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:11  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|         3.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:11  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|        12.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:11  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|         0.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:11  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|        28.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:13  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|         4.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:13  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|        13.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:13  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|         0.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:13  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|        27.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:15  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|         5.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:15  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|        13.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:15  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|         0.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:15  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|        27.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:17  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|         6.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:17  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|        14.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:17  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|         0.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:17  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|        26.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:18  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|         7.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:18  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|        12.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:18  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|         0.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:18  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|        26.000|     0.00  | S23 -> combo |
10-Feb-2022 13:03:18  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20220210130211\\AoutStartUp_Loop7_Pos1_module_id_4911_20220210130317.csv
10-Feb-2022 13:03:20  | INF | ### | | GYRO_STARTUP time         |      26.913ms|   0.00ms  | 15 ms< DC <40 ms |
10-Feb-2022 13:03:20  | INF | ### | | ASIC_temp_start           |    19.799degC| 0.00degC  | 15 degC< DC <30 degC |
10-Feb-2022 13:03:20  | INF | ### | | ASIC_temp_end             |    19.946degC| 0.00degC  | 15 degC< DC <30 degC |
10-Feb-2022 13:03:20  | INF | ### | 
10-Feb-2022 13:03:22  | INF | ### | Paranoia power reset (TM)
10-Feb-2022 13:03:26  | INF | ### | | a_x_G32_stim_zp1g         |      -2.344mg|   2.41mg  | -20mg < DC < 20 mg, AC < 2 mg |
10-Feb-2022 13:03:26  | INF | ### | | a_y_G32_stim_zp1g         |       1.953mg|   2.55mg  | -20mg < DC < 20 mg, AC < 2 mg |
10-Feb-2022 13:03:26  | INF | ### | | a_z_G32_stim_zp1g         |     995.234mg|   1.90mg  | 900mg < DC < 1100 mg, AC < 2 mg |
10-Feb-2022 13:03:27  | INF | ### | | a_x_G16_stim_zp1g         |       3.496mg|   1.85mg  | -20mg < DC < 20 mg, AC < 2 mg |
10-Feb-2022 13:03:27  | INF | ### | | a_y_G16_stim_zp1g         |       2.480mg|   1.96mg  | -20mg < DC < 20 mg, AC < 2 mg |
10-Feb-2022 13:03:27  | INF | ### | | a_z_G16_stim_zp1g         |     989.824mg|   1.70mg  | 900mg < DC < 1100 mg, AC < 2 mg |
10-Feb-2022 13:03:28  | INF | ### | | a_x_stim_zp1g_pre_bite    |       5.859mg|   2.03mg  | -20mg < DC < 20 mg, AC < 2 mg |
10-Feb-2022 13:03:28  | INF | ### | | a_y_stim_zp1g_pre_bite    |       0.547mg|   2.33mg  | -20mg < DC < 20 mg, AC < 2 mg |
10-Feb-2022 13:03:28  | INF | ### | | a_z_stim_zp1g_pre_bite    |     990.664mg|   1.85mg  | 980mg < DC < 1020 mg, AC < 2 mg |
10-Feb-2022 13:03:28  | INF | ### | | a_x_stim_zp1g_bite_sign0  |    4975.586mg|   1.67mg  | 3000mg < DC < 7000 mg |
10-Feb-2022 13:03:28  | INF | ### | | a_y_stim_zp1g_bite_sign0  |   -4206.758mg|   1.82mg  | -6500mg < DC < -2000 mg |
10-Feb-2022 13:03:28  | INF | ### | | a_z_stim_zp1g_bite_sign0  |   -3669.922mg|   1.38mg  | -5000mg < DC < -2000 mg |
10-Feb-2022 13:03:29  | INF | ### | | a_x_stim_zp1g_bite_sign1  |   -4747.070mg|   0.89mg  | -7000mg < DC < -3000 mg |
10-Feb-2022 13:03:29  | INF | ### | | a_y_stim_zp1g_bite_sign1  |    4322.695mg|   1.23mg  | 2000mg < DC < 6500 mg |
10-Feb-2022 13:03:29  | INF | ### | | a_z_stim_zp1g_bite_sign1  |    5821.875mg|   1.74mg  | 4000mg < DC < 7000 mg |
10-Feb-2022 13:03:30  | INF | ### | | a_x_stim_zp1g_post_bite   |       5.898mg|   3.31mg  | -20mg < DC < 20 mg, AC < 2 mg |
10-Feb-2022 13:03:30  | INF | ### | | a_y_stim_zp1g_post_bite   |      -0.781mg|   3.20mg  | -20mg < DC < 20 mg, AC < 2 mg |
10-Feb-2022 13:03:31  | INF | ### | | a_z_stim_zp1g_post_bite   |     990.742mg|   2.24mg  | 980mg < DC < 1020 mg, AC < 2 mg |
10-Feb-2022 13:03:31  | INF | ### | | a_x_stim_zp1g_bite_sum    |     216.797mg|   0.00mg  | 3750mg < DC < 3750mg |
10-Feb-2022 13:03:31  | INF | ### | | a_y_stim_zp1g_bite_sum    |     114.844mg|   0.00mg  | 3750mg < DC < 3750mg |
10-Feb-2022 13:03:31  | INF | ### | | a_z_stim_zp1g_bite_sum    |     170.625mg|   0.00mg  | 3750mg < DC < 3750mg |
10-Feb-2022 13:03:31  | INF | ### | | a_x_stim_zp1g_bite_diff   |    9722.656mg|   0.00mg  | 6500mg < DC < 13000mg |
10-Feb-2022 13:03:31  | INF | ### | | a_y_stim_zp1g_bite_diff   |   -8529.453mg|   0.00mg  | -12000mg < DC < -5500mg |
10-Feb-2022 13:03:31  | INF | ### | | a_z_stim_zp1g_bite_diff   |   -9491.797mg|   0.00mg  | -11500mg < DC < -7000mg |
10-Feb-2022 13:03:31  | INF | ### | | a_x_stim_zp1g_prepost_bite|       0.039mg|   0.00mg  | -10 mg < DC < 10mg |
10-Feb-2022 13:03:31  | INF | ### | | a_y_stim_zp1g_prepost_bite|      -1.328mg|   0.00mg  | -10 mg < DC < 10mg |
10-Feb-2022 13:03:31  | INF | ### | | a_z_stim_zp1g_prepost_bite|       0.078mg|   0.00mg  | -10 mg < DC < 10mg |
10-Feb-2022 13:03:33  | INF | ### | | a_x_S28_SC_Sensor_Mode    |  26258.906LSB|  0.65LSB  | X < DC < X, AC < X |
10-Feb-2022 13:03:33  | INF | ### | | a_y_S28_SC_Sensor_Mode    | -27211.641LSB|  0.60LSB  | X < DC < X, AC < X |
10-Feb-2022 13:03:33  | INF | ### | | a_z_S28_SC_Sensor_Mode    | -25034.180LSB|  0.69LSB  | X < DC < X, AC < X |
10-Feb-2022 13:03:33  | INF | ### | | a_x_S28_SC_CBIST          |  24096.680LSB|  0.89LSB  | X < DC < X, AC < X |
10-Feb-2022 13:03:33  | INF | ### | | a_y_S28_SC_CBIST          | -24615.547LSB|  0.61LSB  | X < DC < X, AC < X |
10-Feb-2022 13:03:33  | INF | ### | | a_z_S28_SC_CBIST          | -23590.547LSB|  0.77LSB  | X < DC < X, AC < X |
10-Feb-2022 13:03:34  | INF | ### | | NSF_S28_x                 |         0.918|     0.00  | NSF_S28_x |
