03-Feb-2022 15:27:45  | FRM | ### | ----------------------------------------------------------------------------
03-Feb-2022 15:27:45  | FRM | ### | LMEx Framework Version: 4.0.0.12
03-Feb-2022 15:27:45  | FRM | ### | LMEx 32Bit
03-Feb-2022 15:27:45  | FRM | ### | LMEx Sensor Version: 1.1.11.3
03-Feb-2022 15:27:45  | FRM | ### | User: MIB1RT
03-Feb-2022 15:27:45  | FRM | ### | User level: EXTENDED
03-Feb-2022 15:27:45  | FRM | ### | Test bench         : CANONLY
03-Feb-2022 15:27:45  | FRM | ### | Host name          : RT-Z0KG0
03-Feb-2022 15:27:45  | FRM | ### | Unibox Id          : 100
03-Feb-2022 15:27:45  | FRM | ### | Mainboard Number   : -1
03-Feb-2022 15:27:45  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
03-Feb-2022 15:27:45  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007980_8D-22-055\04-El._Testing_at_RT_Accel_Gyro(3)\01_meas\4927_afterKnocks
03-Feb-2022 15:27:45  | FRM | ### | Temporary file path: c:\TempMessdaten\\20220203152745\
03-Feb-2022 15:27:45  | FRM | ### | Movejob: deactivated
03-Feb-2022 15:27:45  | FRM | ### | TDMS ByteOrder: BigEndian
03-Feb-2022 15:27:45  | FRM | ### | TDMS language: german
03-Feb-2022 15:27:45  | FRM | ### | ----------------------------------------------------------------------------
03-Feb-2022 15:27:45  | FRM | ### | Info: temporary saving active
03-Feb-2022 15:27:45  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
03-Feb-2022 15:27:45  | FRM | ### | 
03-Feb-2022 15:27:45  | FRM | ### | ----------------------------------------------------------------------------
03-Feb-2022 15:27:45  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
03-Feb-2022 15:27:45  | FRM | ### | ----------------------------------------------------------------------------
03-Feb-2022 15:27:45  | FRM | ### | 
03-Feb-2022 15:27:46  | FRM | ### | Sensor Pos=4 Nr=4927
03-Feb-2022 15:27:46  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
03-Feb-2022 15:27:46  | FRM | ### | Test initializeded
03-Feb-2022 15:27:46  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
03-Feb-2022 15:27:48  | INF | ### | Paranoia power reset (TM)
03-Feb-2022 15:27:50  | SEN | 004 | module_id:5417
03-Feb-2022 15:27:50  | SEN | 004 | SNR:3736763707071529
03-Feb-2022 15:27:50  | SEN | 004 | USNR:0000H36V84017041021KY
03-Feb-2022 15:27:51  | INF | ### | CRC 49348 crc read:49348
03-Feb-2022 15:27:51  | INF | ### | SensorNr4927
03-Feb-2022 15:27:51  | INF | ### | 
03-Feb-2022 15:27:51  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
03-Feb-2022 15:27:53  | INF | ### | | RATE_X_wodrivewoCM        |     -0.023dps|  0.05dps  | -2dps< DC <2dps, AC < 0.1dps |
03-Feb-2022 15:28:23  | INF | ### | | Aout_rel_dev_s16          |     -1.492pct|  0.00pct  | -3pct< DC <3pct |
03-Feb-2022 15:28:25  | INF | ### | | S31:CM_in_Sens            |       0.052Au|   0.05Au  | -5Au< DC <5Au, AC < 0.2Au |
03-Feb-2022 15:28:25  | INF | ### | | S31:CM_inSens_PD_AI       |       0.498Au|   0.06Au  | -5Au< DC <5Au, AC < 0.2Au |
03-Feb-2022 15:28:26  | INF | ### | | S31:CM_inSens_PD_AA       |      -0.404Au|   0.05Au  | -5Au< DC <5Au, AC < 0.2Au |
03-Feb-2022 15:28:27  | INF | ### | | S31:CM_inSens_PD_AIAA     |       0.051Au|   0.05Au  | -5Au< DC <5Au, AC < 0.2Au |
03-Feb-2022 15:28:29  | INF | ### | | CV_D_in_Sens              |  23563.950LSB|  4.22LSB  | abs(DC) > 20000LSB, AC < 5LSB |
03-Feb-2022 15:28:31  | INF | ### | | GYRO_TAU                  |      64.462ms|   0.00ms  | 40ms< DC <100ms |
03-Feb-2022 15:28:31  | INF | ### | | VCO_freq_measured         |      0.000KHz|  0.00KHz  | 22.5KHz< DC <27.500KHz |
03-Feb-2022 15:28:31  | INF | ### | | VCO_freq_FT               |     26.073KHz|  0.00KHz  | 22.5KHz< DC <27.500KHz |
03-Feb-2022 15:28:31  | INF | ### | | VCO_freq_dev              |   26073.200Hz|   0.00Hz  | -100Hz< DC <100Hz |
03-Feb-2022 15:28:32  | INF | ### | | Gyro_rate_raw_x           |     10.228dps|  0.06dps  | -100dps< DC <100dps, AC < 0.2dps |
03-Feb-2022 15:28:33  | INF | ### | | Gyro_rate_raw_y           |     -1.865dps|  0.06dps  | -100dps< DC <100dps, AC < 0.2dps |
03-Feb-2022 15:28:33  | INF | ### | | Gyro_rate_raw_z           |      1.969dps|  0.03dps  | -100dps< DC <100dps, AC < 0.2dps |
03-Feb-2022 15:28:33  | INF | ### | | Quad_q2r_res_x            |   -355.472dps|  1.74dps  | -3000dps< DC <3000dps, AC < 10dps |
03-Feb-2022 15:28:33  | INF | ### | | Quad_q2r_res_y            |     38.088dps|  0.40dps  | -3000dps< DC <3000dps, AC < 10dps |
03-Feb-2022 15:28:33  | INF | ### | | Quad_q2r_res_z            |   -154.160dps|  1.67dps  | -3000dps< DC <3000dps, AC < 10dps |
03-Feb-2022 15:28:40  | INF | ### | | Rdiff_cvs_x               |      0.619dps|  0.00dps  | -5dps< DC <5dps |
03-Feb-2022 15:28:40  | INF | ### | | Rdiff_cvs_y               |      0.880dps|  0.00dps  | -5dps< DC <5dps |
03-Feb-2022 15:28:40  | INF | ### | | Rdiff_cvs_z               |     -0.408dps|  0.00dps  | -5dps< DC <5dps |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_cvs_x               |  -1843.630dps|  0.00dps  | -6000dps< DC <-200dps |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_cvs_y               |  -1949.607dps|  0.00dps  | -6000dps< DC <-200dps |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_cvs_z               |   1499.126dps|  0.00dps  | 200dps< DC <6000dps |
03-Feb-2022 15:28:40  | INF | ### | | Phase_cvs_x               |    -0.336mrad| 0.00mrad  | -10mrad< DC <10mrad |
03-Feb-2022 15:28:40  | INF | ### | | Phase_cvs_y               |    -0.451mrad| 0.00mrad  | -10mrad< DC <10mrad |
03-Feb-2022 15:28:40  | INF | ### | | Phase_cvs_z               |    -0.272mrad| 0.00mrad  | -10mrad< DC <10mrad |
03-Feb-2022 15:28:40  | INF | ### | | Rdiff_x                   |      0.364dps|  0.00dps  | 0.01dps< DC <5dps |
03-Feb-2022 15:28:40  | INF | ### | | Rdiff_y                   |     -0.910dps|  0.00dps  | -5dps< DC <-0.01dps |
03-Feb-2022 15:28:40  | INF | ### | | Rdiff_z                   |      0.880dps|  0.00dps  | 0.01dps< DC <5dps |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_x                   |   -182.890dps|  0.00dps  | -248dps< DC <-120dps |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_y                   |    207.129dps|  0.00dps  | 140dps< DC <268dps |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_z                   |   -353.763dps|  0.00dps  | -464dps< DC <-272dps |
03-Feb-2022 15:28:40  | INF | ### | | Phase_TOSK_x              |    -1.989mrad| 0.00mrad  | -5mrad< DC <-0.1mrad |
03-Feb-2022 15:28:40  | INF | ### | | Phase_TOSK_y              |    -4.391mrad| 0.00mrad  | -7mrad< DC <-0.1mrad |
03-Feb-2022 15:28:40  | INF | ### | | Phase_TOSK_z              |    -2.486mrad| 0.00mrad  | -5mrad< DC <-0.1mrad |
03-Feb-2022 15:28:40  | INF | ### | | QDIFFtrim_X               |    184.250dps|  0.00dps  |   |
03-Feb-2022 15:28:40  | INF | ### | | QDIFFtrim_Y               |    207.500dps|  0.00dps  |   |
03-Feb-2022 15:28:40  | INF | ### | | QDIFFtrim_Z               |    355.500dps|  0.00dps  |   |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_dev_X               |     -1.360dps|  0.00dps  |   |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_dev_Y               |     -0.371dps|  0.00dps  |   |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_dev_Z               |     -1.737dps|  0.00dps  |   |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_rel_dev_X           |     -0.738pct|  0.00pct  | -3 pct < DC < 3 pct |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_rel_dev_Y           |     -0.179pct|  0.00pct  | -3 pct < DC < 3 pct |
03-Feb-2022 15:28:40  | INF | ### | | Qdiff_rel_dev_Z           |     -0.489pct|  0.00pct  | -3 pct < DC < 3 pct |
03-Feb-2022 15:28:40  | INF | ### | | Post_Rate_x               |     -0.260dps|  0.06dps  | -25dps< DC <25dps, AC < 0.2dps |
03-Feb-2022 15:28:40  | INF | ### | | Post_Rate_y               |     -0.328dps|  0.05dps  | -25dps< DC <25dps, AC < 0.2dps |
03-Feb-2022 15:28:41  | INF | ### | | Post_Rate_z               |     -0.088dps|  0.05dps  | -25dps< DC <25dps, AC < 0.2dps |
03-Feb-2022 15:28:42  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|         1.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:42  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|         8.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:42  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|         0.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:42  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|        26.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:44  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|         2.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:44  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|        12.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:44  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|         0.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:44  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|        33.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:46  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|         3.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:46  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|        11.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:46  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|         0.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:46  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|        28.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:48  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|         4.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:48  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|         9.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:48  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|         0.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:48  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|        27.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:50  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|         5.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:50  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|        14.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:50  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|         0.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:50  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|        31.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:51  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|         6.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:51  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|        13.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:51  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|         0.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:51  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|        27.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:53  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|         7.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:53  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|        13.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:53  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|         0.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:53  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|        31.000|     0.00  | S23 -> combo |
03-Feb-2022 15:28:53  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20220203152745\\AoutStartUp_Loop7_Pos4_module_id_5417_20220203152851.csv
03-Feb-2022 15:28:55  | INF | ### | | GYRO_STARTUP time         |      30.663ms|   0.00ms  | 15 ms< DC <40 ms |
03-Feb-2022 15:28:55  | INF | ### | | ASIC_temp_start           |    20.392degC| 0.00degC  | 15 degC< DC <30 degC |
03-Feb-2022 15:28:55  | INF | ### | | ASIC_temp_end             |    20.462degC| 0.02degC  | 15 degC< DC <30 degC |
03-Feb-2022 15:28:55  | INF | ### | 
03-Feb-2022 15:28:57  | INF | ### | Paranoia power reset (TM)
03-Feb-2022 15:29:01  | INF | ### | | a_x_G32_stim_zp1g         |      20.273mg|   2.41mg  | -20mg < DC < 20 mg, AC < 2 mg |
03-Feb-2022 15:29:01  | INF | ### | | a_y_G32_stim_zp1g         |      -4.492mg|   2.38mg  | -20mg < DC < 20 mg, AC < 2 mg |
03-Feb-2022 15:29:01  | INF | ### | | a_z_G32_stim_zp1g         |    1312.813mg|   2.44mg  | 900mg < DC < 1100 mg, AC < 2 mg |
03-Feb-2022 15:29:01  | INF | ### | | a_x_G16_stim_zp1g         |      17.344mg|   1.79mg  | -20mg < DC < 20 mg, AC < 2 mg |
03-Feb-2022 15:29:01  | INF | ### | | a_y_G16_stim_zp1g         |      -4.609mg|   2.10mg  | -20mg < DC < 20 mg, AC < 2 mg |
03-Feb-2022 15:29:01  | INF | ### | | a_z_G16_stim_zp1g         |    1309.453mg|   2.40mg  | 900mg < DC < 1100 mg, AC < 2 mg |
03-Feb-2022 15:29:02  | INF | ### | | a_x_stim_zp1g_pre_bite    |      21.797mg|   1.89mg  | -20mg < DC < 20 mg, AC < 2 mg |
03-Feb-2022 15:29:02  | INF | ### | | a_y_stim_zp1g_pre_bite    |     -22.227mg|   1.90mg  | -20mg < DC < 20 mg, AC < 2 mg |
03-Feb-2022 15:29:02  | INF | ### | | a_z_stim_zp1g_pre_bite    |    1312.930mg|   1.95mg  | 980mg < DC < 1020 mg, AC < 2 mg |
03-Feb-2022 15:29:03  | INF | ### | | a_x_stim_zp1g_bite_sign0  |    4714.023mg|   1.66mg  | 3000mg < DC < 7000 mg |
03-Feb-2022 15:29:03  | INF | ### | | a_y_stim_zp1g_bite_sign0  |   -4309.883mg|   1.99mg  | -6500mg < DC < -2000 mg |
03-Feb-2022 15:29:03  | INF | ### | | a_z_stim_zp1g_bite_sign0  |   -3142.813mg|   0.90mg  | -5000mg < DC < -2000 mg |
03-Feb-2022 15:29:04  | INF | ### | | a_x_stim_zp1g_bite_sign1  |   -4753.242mg|   1.34mg  | -7000mg < DC < -3000 mg |
03-Feb-2022 15:29:04  | INF | ### | | a_y_stim_zp1g_bite_sign1  |    4123.516mg|   1.74mg  | 2000mg < DC < 6500 mg |
03-Feb-2022 15:29:04  | INF | ### | | a_z_stim_zp1g_bite_sign1  |    5882.422mg|   1.05mg  | 4000mg < DC < 7000 mg |
03-Feb-2022 15:29:05  | INF | ### | | a_x_stim_zp1g_post_bite   |      21.211mg|   1.96mg  | -20mg < DC < 20 mg, AC < 2 mg |
03-Feb-2022 15:29:05  | INF | ### | | a_y_stim_zp1g_post_bite   |     -21.875mg|   1.44mg  | -20mg < DC < 20 mg, AC < 2 mg |
03-Feb-2022 15:29:05  | INF | ### | | a_z_stim_zp1g_post_bite   |    1313.320mg|   2.80mg  | 980mg < DC < 1020 mg, AC < 2 mg |
03-Feb-2022 15:29:05  | INF | ### | | a_x_stim_zp1g_bite_sum    |     -82.813mg|   0.00mg  | 3750mg < DC < 3750mg |
03-Feb-2022 15:29:05  | INF | ### | | a_y_stim_zp1g_bite_sum    |    -141.914mg|   0.00mg  | 3750mg < DC < 3750mg |
03-Feb-2022 15:29:05  | INF | ### | | a_z_stim_zp1g_bite_sum    |     113.750mg|   0.00mg  | 3750mg < DC < 3750mg |
03-Feb-2022 15:29:05  | INF | ### | | a_x_stim_zp1g_bite_diff   |    9467.266mg|   0.00mg  | 6500mg < DC < 13000mg |
03-Feb-2022 15:29:05  | INF | ### | | a_y_stim_zp1g_bite_diff   |   -8433.398mg|   0.00mg  | -12000mg < DC < -5500mg |
03-Feb-2022 15:29:05  | INF | ### | | a_z_stim_zp1g_bite_diff   |   -9025.234mg|   0.00mg  | -11500mg < DC < -7000mg |
03-Feb-2022 15:29:05  | INF | ### | | a_x_stim_zp1g_prepost_bite|      -0.586mg|   0.00mg  | -10 mg < DC < 10mg |
03-Feb-2022 15:29:05  | INF | ### | | a_y_stim_zp1g_prepost_bite|       0.352mg|   0.00mg  | -10 mg < DC < 10mg |
03-Feb-2022 15:29:05  | INF | ### | | a_z_stim_zp1g_prepost_bite|       0.391mg|   0.00mg  | -10 mg < DC < 10mg |
03-Feb-2022 15:29:07  | INF | ### | | a_x_S28_SC_Sensor_Mode    |  26765.547LSB|  0.48LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:07  | INF | ### | | a_y_S28_SC_Sensor_Mode    | -25804.063LSB|  0.62LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:07  | INF | ### | | a_z_S28_SC_Sensor_Mode    | -24748.789LSB|  0.58LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:08  | INF | ### | | a_x_S28_SC_CBIST          |  24247.148LSB|  0.69LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:08  | INF | ### | | a_y_S28_SC_CBIST          | -24654.961LSB|  0.92LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:08  | INF | ### | | a_z_S28_SC_CBIST          | -23440.000LSB|  0.64LSB  | X < DC < X, AC < X |
03-Feb-2022 15:29:09  | INF | ### | | NSF_S28_x                 |         0.906|     0.00  | NSF_S28_x |
03-Feb-2022 15:29:09  | INF | ### | | NSF_S28_y                 |         0.955|     0.00  | NSF_S28_y |
