13-Dec-2021 17:31:55  | FRM | ### | ----------------------------------------------------------------------------
13-Dec-2021 17:31:55  | FRM | ### | LMEx Framework Version: 4.0.0.12
13-Dec-2021 17:31:55  | FRM | ### | LMEx 32Bit
13-Dec-2021 17:31:55  | FRM | ### | LMEx Sensor Version: 1.1.11.3
13-Dec-2021 17:31:55  | FRM | ### | User: MIB1RT
13-Dec-2021 17:31:55  | FRM | ### | User level: EXTENDED
13-Dec-2021 17:31:55  | FRM | ### | Test bench         : CANONLY
13-Dec-2021 17:31:55  | FRM | ### | Host name          : RT-Z0KG0
13-Dec-2021 17:31:55  | FRM | ### | Unibox Id          : 100
13-Dec-2021 17:31:55  | FRM | ### | Mainboard Number   : -1
13-Dec-2021 17:31:55  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
13-Dec-2021 17:31:55  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007764_8D-21-685\04-El._Testing_at_RT_Accel_Gyro(3)\FA_4754
13-Dec-2021 17:31:55  | FRM | ### | Temporary file path: c:\TempMessdaten\\20211213173155\
13-Dec-2021 17:31:55  | FRM | ### | Movejob: deactivated
13-Dec-2021 17:31:55  | FRM | ### | TDMS ByteOrder: BigEndian
13-Dec-2021 17:31:55  | FRM | ### | TDMS language: german
13-Dec-2021 17:31:55  | FRM | ### | ----------------------------------------------------------------------------
13-Dec-2021 17:31:55  | FRM | ### | Info: temporary saving active
13-Dec-2021 17:31:55  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
13-Dec-2021 17:31:55  | FRM | ### | 
13-Dec-2021 17:31:55  | FRM | ### | ----------------------------------------------------------------------------
13-Dec-2021 17:31:55  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
13-Dec-2021 17:31:55  | FRM | ### | ----------------------------------------------------------------------------
13-Dec-2021 17:31:55  | FRM | ### | 
13-Dec-2021 17:31:56  | FRM | ### | Sensor Pos=1 Nr=1
13-Dec-2021 17:31:56  | FRM | ### | Sensor Pos=4 Nr=4754
13-Dec-2021 17:31:56  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
13-Dec-2021 17:31:56  | FRM | ### | Test initializeded
13-Dec-2021 17:31:56  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
13-Dec-2021 17:31:58  | INF | ### | Paranoia power reset (TM)
13-Dec-2021 17:32:00  | SEN | 001 | module_id:14099
13-Dec-2021 17:32:00  | SEN | 001 | SNR:b0b6808707033713
13-Dec-2021 17:32:00  | SEN | 001 | USNR:0000H6K250004019055KY
13-Dec-2021 17:32:01  | INF | ### | CRC 42917 crc read:42917
13-Dec-2021 17:32:01  | INF | ### | SensorNr1
13-Dec-2021 17:32:01  | INF | ### | 
13-Dec-2021 17:32:01  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
13-Dec-2021 17:32:03  | INF | ### | | RATE_X_wodrivewoCM        |      -0.08dps|  0.04dps  | DC <2dps, AC < 0.088dps |
13-Dec-2021 17:32:23  | INF | ### | | CV_Y_inTADC_diff          |       -0.20mV|   0.00mV  | W/ CM minus W/O CM |
13-Dec-2021 17:32:23  | INF | ### | | CV_Z_inTADC_diff          |        0.04mV|   0.00mV  | W/ CM minus W/O CM |
13-Dec-2021 17:32:24  | INF | ### | | RATE_X_wodrivewCM_s30     |       12.50mv|  -0.20mv  | pls compare it with CV_X_wodrivewCM in TADC |
13-Dec-2021 17:32:24  | INF | ### | | RATE_Y_wodrivewCM_s30     |        1.13mv|   0.17mv  | pls compare it with CV_Y_wodrivewCM in TADC |
13-Dec-2021 17:32:24  | INF | ### | | RATE_Z_wodrivewCM_s30     |       58.23mv|  -0.56mv  | pls compare it with CV_Z_wdrivewoCM in TADC |
13-Dec-2021 17:32:24  | INF | ### | | S30_CV_X_diff_wodrivewCM  |        2.61mv|   0.00mv  |  |
13-Dec-2021 17:32:24  | INF | ### | | S30_CV_Y_diff_wodrivewCM  |        5.84mv|   0.00mv  |  |
13-Dec-2021 17:32:24  | INF | ### | | S30_CV_Z_diff_wodrivewCM  |       -3.62mv|   0.00mv  |  |
13-Dec-2021 17:32:26  | INF | ### | | CM_OFFSET_wodrive in TADC |        4.61mV|   0.10mV  |  |
13-Dec-2021 17:32:27  | INF | ### | | Aout(4k_en)               |      334.75mV|   1.84mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
13-Dec-2021 17:32:28  | INF | ### | | Pout(4k_en)               |      136.03mV|   0.34mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
13-Dec-2021 17:32:28  | INF | ### | | Aout(4k_en & pd_aa)       |      668.34mV|   4.48mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_aa=1 \\ saturation?~^ |
13-Dec-2021 17:32:29  | INF | ### | | Aout(4k_en & pd_ai)       |      660.76mV|   3.31mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_ai=1 \\ saturation?~^ |
13-Dec-2021 17:32:30  | INF | ### | | Aout normal mode          |      667.77mV|   2.40mV  | ^~default~^ |
13-Dec-2021 17:32:30  | INF | ### | | Normal_Rate_x             |       0.38dps|  0.05dps  | comment |
13-Dec-2021 17:32:30  | INF | ### | | Normal_Rate_y             |      -0.00dps|  0.06dps  | comment |
13-Dec-2021 17:32:31  | INF | ### | | Normal_Rate_z             |       0.05dps|  0.06dps  | comment |
13-Dec-2021 17:32:31  | INF | ### | | Pout normal mode          |      141.61mV|   0.27mV  | ^~default~^ |
13-Dec-2021 17:32:33  | INF | ### | | CM_OFFSET_normal in TADC  |        4.65mV|   0.15mV  |  |
13-Dec-2021 17:32:33  | INF | ### | | AoutTrim                  |      674.61mV|   0.00mV  |  |
13-Dec-2021 17:32:33  | INF | ### | | Aout_s16                  |      667.90mV|   0.00mV  |  |
13-Dec-2021 17:32:33  | INF | ### | | Aout_rel_dev_s16          |      -1.00pct|  0.00pct  |  |
13-Dec-2021 17:32:35  | INF | ### | | S31:CM_in_Sens            |        0.05Au|   0.05Au  | comment |
13-Dec-2021 17:32:36  | INF | ### | | S31:CM_inSens_PD_AI       |        0.53Au|   0.04Au  | comment |
13-Dec-2021 17:32:37  | INF | ### | | S31:CM_inSens_PD_AA       |       -0.45Au|   0.06Au  | comment |
13-Dec-2021 17:32:37  | INF | ### | | S31:CM_inSens_PD_AIAA     |        0.09Au|   0.05Au  | comment |
13-Dec-2021 17:32:39  | INF | ### | | CV_D_in_Sens              |   23500.89LSB|  3.07LSB  | comment |
13-Dec-2021 17:32:42  | INF | ### | | GYRO_TAU                  |       73.24ms|   0.00ms  | comment |
13-Dec-2021 17:32:42  | INF | ### | | VCO_freq_measured         |       0.00KHz|  0.00KHz  | it would only work on DKT, get 0 from HMP |
13-Dec-2021 17:32:42  | INF | ### | | VCO_freq_FT               |      25.00KHz|  0.00KHz  |  |
13-Dec-2021 17:32:42  | INF | ### | | VCO_freq_dev              |    24999.20Hz|   0.00Hz  | 100Hz dev max, This data will only be available when the FA script run on DKT |
13-Dec-2021 17:32:43  | INF | ### | | Gyro_rate_raw_x           |       2.02dps|  0.06dps  | comment |
13-Dec-2021 17:32:43  | INF | ### | | Gyro_rate_raw_y           |      10.14dps|  0.06dps  | comment |
13-Dec-2021 17:32:44  | INF | ### | | Gyro_rate_raw_z           |     -12.57dps|  0.05dps  | comment |
13-Dec-2021 17:32:44  | INF | ### | | Quad_q2r_res_x            |      -4.41dps|  0.45dps  | comment |
13-Dec-2021 17:32:44  | INF | ### | | Quad_q2r_res_y            |     218.67dps|  0.67dps  | comment |
13-Dec-2021 17:32:44  | INF | ### | | Quad_q2r_res_z            |     273.72dps|  1.71dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Rdiff_cvs_x               |       0.23dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Rdiff_cvs_y               |       0.88dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Rdiff_cvs_z               |       0.14dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Qdiff_cvs_x               |   -1455.11dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Qdiff_cvs_y               |   -1962.48dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Qdiff_cvs_z               |    1358.88dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Phase_cvs_x               |     -0.16mrad| 0.00mrad  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Phase_cvs_y               |     -0.45mrad| 0.00mrad  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Phase_cvs_z               |      0.11mrad| 0.00mrad  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Rdiff_x                   |       0.39dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Rdiff_y                   |      -0.84dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Rdiff_z                   |       0.68dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Qdiff_x                   |    -196.56dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Qdiff_y                   |     218.06dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Qdiff_z                   |    -367.18dps|  0.00dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Phase_TOSK_x              |     -2.01mrad| 0.00mrad  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Phase_TOSK_y              |     -3.84mrad| 0.00mrad  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Phase_TOSK_z              |     -1.84mrad| 0.00mrad  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Post_Rate_x               |       0.38dps|  0.10dps  | comment |
13-Dec-2021 17:32:51  | INF | ### | | Post_Rate_y               |      -0.00dps|  0.09dps  | comment |
13-Dec-2021 17:32:52  | INF | ### | | Post_Rate_z               |       0.54dps|  0.06dps  | comment |
13-Dec-2021 17:32:53  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|          1.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:53  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|         12.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:53  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|          0.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:53  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|         26.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:55  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|          2.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:55  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|         11.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:55  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|          0.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:55  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|         34.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:57  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|          3.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:57  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|         11.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:57  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|          0.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:57  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|         28.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:58  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|          4.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:58  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|          8.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:58  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|          0.00|     0.00  | S23 -> combo |
13-Dec-2021 17:32:58  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|         26.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:00  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|          5.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:00  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|         13.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:00  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|          0.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:00  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|         28.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:02  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|          6.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:02  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|         12.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:02  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|          0.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:02  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|         26.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:04  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|          7.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:04  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|         12.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:04  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|          0.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:04  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|         31.00|     0.00  | S23 -> combo |
13-Dec-2021 17:33:04  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20211213173155\\AoutStartUp_Loop7_Pos1_module_id_14099_20211213173302.csv
13-Dec-2021 17:33:05  | INF | ### | | GYRO_STARTUP time         |       28.79ms|   0.00ms  | check only the mean value |
13-Dec-2021 17:33:05  | INF | ### | | ASIC_temp_start           |     20.94degC| 0.00degC  | ^~temperature taken upon start~^ |
13-Dec-2021 17:33:05  | INF | ### | | ASIC_temp_end             |     21.09degC| 0.01degC  | ^~temperature taken at the end~^ |
13-Dec-2021 17:33:05  | INF | ### | 
13-Dec-2021 17:33:07  | INF | ### | Paranoia power reset (TM)
13-Dec-2021 17:33:11  | INF | ### | | a_x_G32_stim_zp1g         |        0.51mg|   2.36mg  | -20mg < DC < 20 mg, AC < 2 mg |
13-Dec-2021 17:33:11  | INF | ### | | a_y_G32_stim_zp1g         |        2.50mg|   2.44mg  | -20mg < DC < 20 mg, AC < 2 mg |
13-Dec-2021 17:33:11  | INF | ### | | a_z_G32_stim_zp1g         |      995.43mg|   2.87mg  | 900mg < DC < 1100 mg, AC < 2 mg |
13-Dec-2021 17:33:12  | INF | ### | | a_x_G16_stim_zp1g         |        3.95mg|   1.61mg  | -20mg < DC < 20 mg, AC < 2 mg |
13-Dec-2021 17:33:12  | INF | ### | | a_y_G16_stim_zp1g         |        2.48mg|   2.13mg  | -20mg < DC < 20 mg, AC < 2 mg |
13-Dec-2021 17:33:12  | INF | ### | | a_z_G16_stim_zp1g         |      995.10mg|   2.46mg  | 900mg < DC < 1100 mg, AC < 2 mg |
13-Dec-2021 17:33:13  | INF | ### | | a_x_stim_zp1g_pre_bite    |        4.45mg|   1.76mg  | -20mg < DC < 20 mg, AC < 2 mg |
13-Dec-2021 17:33:13  | INF | ### | | a_y_stim_zp1g_pre_bite    |       -6.05mg|   1.69mg  | -20mg < DC < 20 mg, AC < 2 mg |
13-Dec-2021 17:33:13  | INF | ### | | a_z_stim_zp1g_pre_bite    |      989.73mg|   2.09mg  | 980mg < DC < 1020 mg, AC < 2 mg |
13-Dec-2021 17:33:14  | INF | ### | | a_x_stim_zp1g_bite_sign0  |     4745.82mg|   1.45mg  | 3000mg < DC < 7000 mg |
13-Dec-2021 17:33:14  | INF | ### | | a_y_stim_zp1g_bite_sign0  |    -4315.04mg|   1.41mg  | -6500mg < DC < -2000 mg |
13-Dec-2021 17:33:14  | INF | ### | | a_z_stim_zp1g_bite_sign0  |    -3593.05mg|   0.72mg  | -5000mg < DC < -2000 mg |
13-Dec-2021 17:33:14  | INF | ### | | a_x_stim_zp1g_bite_sign1  |    -4765.08mg|   1.35mg  | -7000mg < DC < -3000 mg |
13-Dec-2021 17:33:14  | INF | ### | | a_y_stim_zp1g_bite_sign1  |     4080.08mg|   1.67mg  | 2000mg < DC < 6500 mg |
13-Dec-2021 17:33:14  | INF | ### | | a_z_stim_zp1g_bite_sign1  |     5807.19mg|   1.13mg  | 4000mg < DC < 7000 mg |
13-Dec-2021 17:33:16  | INF | ### | | a_x_stim_zp1g_post_bite   |        4.80mg|   1.62mg  | -20mg < DC < 20 mg, AC < 2 mg |
13-Dec-2021 17:33:16  | INF | ### | | a_y_stim_zp1g_post_bite   |       -6.60mg|   1.63mg  | -20mg < DC < 20 mg, AC < 2 mg |
13-Dec-2021 17:33:16  | INF | ### | | a_z_stim_zp1g_post_bite   |      989.53mg|   2.32mg  | 980mg < DC < 1020 mg, AC < 2 mg |
13-Dec-2021 17:33:16  | INF | ### | | a_x_stim_zp1g_bite_sum    |      -28.16mg|   0.00mg  | 3750mg < DC < 3750mg |
13-Dec-2021 17:33:16  | INF | ### | | a_y_stim_zp1g_bite_sum    |     -222.85mg|   0.00mg  | 3750mg < DC < 3750mg |
13-Dec-2021 17:33:16  | INF | ### | | a_z_stim_zp1g_bite_sum    |      234.69mg|   0.00mg  | 3750mg < DC < 3750mg |
13-Dec-2021 17:33:16  | INF | ### | | a_x_stim_zp1g_bite_diff   |     9510.90mg|   0.00mg  | 6500mg < DC < 13000mg |
13-Dec-2021 17:33:16  | INF | ### | | a_y_stim_zp1g_bite_diff   |    -8395.12mg|   0.00mg  | -12000mg < DC < -5500mg |
13-Dec-2021 17:33:16  | INF | ### | | a_z_stim_zp1g_bite_diff   |    -9400.23mg|   0.00mg  | -11500mg < DC < -7000mg |
13-Dec-2021 17:33:16  | INF | ### | | a_x_stim_zp1g_prepost_bite|        0.35mg|   0.00mg  | -10 mg < DC < 10mg |
13-Dec-2021 17:33:16  | INF | ### | | a_y_stim_zp1g_prepost_bite|       -0.55mg|   0.00mg  | -10 mg < DC < 10mg |
13-Dec-2021 17:33:16  | INF | ### | | a_z_stim_zp1g_prepost_bite|       -0.20mg|   0.00mg  | -10 mg < DC < 10mg |
13-Dec-2021 17:33:18  | INF | ### | | a_x_S28_SC_Sensor_Mode    |   26848.32LSB|  0.73LSB  | X < DC < X, AC < X |
13-Dec-2021 17:33:18  | INF | ### | | a_y_S28_SC_Sensor_Mode    |  -27372.19LSB|  0.81LSB  | X < DC < X, AC < X |
13-Dec-2021 17:33:18  | INF | ### | | a_z_S28_SC_Sensor_Mode    |  -26042.27LSB|  0.82LSB  | X < DC < X, AC < X |
13-Dec-2021 17:33:19  | INF | ### | | a_x_S28_SC_CBIST          |   24336.84LSB|  1.16LSB  | X < DC < X, AC < X |
13-Dec-2021 17:33:19  | INF | ### | | a_y_S28_SC_CBIST          |  -24423.09LSB|  1.07LSB  | X < DC < X, AC < X |
13-Dec-2021 17:33:19  | INF | ### | | a_z_S28_SC_CBIST          |  -23756.56LSB|  1.18LSB  | X < DC < X, AC < X |
13-Dec-2021 17:33:20  | INF | ### | | NSF_S28_x                 |          0.91|     0.00  | NSF_S28_x |
13-Dec-2021 17:33:20  | INF | ### | | NSF_S28_y                 |          0.89|     0.00  | NSF_S28_y |
13-Dec-2021 17:33:20  | INF | ### | | NSF_S28_z                 |          0.91|     0.00  | NSF_S28_z |
13-Dec-2021 17:33:20  | INF | ### | | a_x_S28_DC_SC_CBIST       |    -580.35LSB|  0.82LSB  | X < DC < X, AC < X |
13-Dec-2021 17:33:20  | INF | ### | | a_y_S28_DC_SC_CBIST       |     515.43LSB|  0.80LSB  | X < DC < X, AC < X |
13-Dec-2021 17:33:20  | INF | ### | | a_z_S28_DC_SC_CBIST       |     448.24LSB|  0.40LSB  | X < DC < X, AC < X |
13-Dec-2021 17:33:20  | INF | ### | | a_x_S28_DC_SC_CBIST_nsf   |          0.75|     0.00  | a_x_S28_DC_SC_CBIST_nsf |
13-Dec-2021 17:33:20  | INF | ### | | a_y_S28_DC_SC_CBIST_nsf   |          0.71|     0.00  | a_y_S28_DC_SC_CBIST_nsf |
13-Dec-2021 17:33:20  | INF | ### | | a_z_S28_DC_SC_CBIST_nsf   |          0.36|     0.00  | a_z_S28_DC_SC_CBIST_nsf |
13-Dec-2021 17:33:21  | INF | ### | | c_odr_trim_current        |         -2.00|     0.00  | c_odr_trim_current |
