31-Jan-2022 15:29:29  | FRM | ### | ----------------------------------------------------------------------------
31-Jan-2022 15:29:29  | FRM | ### | LMEx Framework Version: 4.0.0.12
31-Jan-2022 15:29:29  | FRM | ### | LMEx 32Bit
31-Jan-2022 15:29:29  | FRM | ### | LMEx Sensor Version: 1.1.11.3
31-Jan-2022 15:29:29  | FRM | ### | User: MIB1RT
31-Jan-2022 15:29:29  | FRM | ### | User level: EXTENDED
31-Jan-2022 15:29:29  | FRM | ### | Test bench         : CANONLY
31-Jan-2022 15:29:29  | FRM | ### | Host name          : RT-Z0KG0
31-Jan-2022 15:29:29  | FRM | ### | Unibox Id          : 100
31-Jan-2022 15:29:29  | FRM | ### | Mainboard Number   : -1
31-Jan-2022 15:29:29  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
31-Jan-2022 15:29:29  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007969_8D-22-051\04-El._Testing_at_RT_Accel_Gyro(3)\01_meas\FA_afterDrops
31-Jan-2022 15:29:29  | FRM | ### | Temporary file path: c:\TempMessdaten\\20220131152929\
31-Jan-2022 15:29:29  | FRM | ### | Movejob: deactivated
31-Jan-2022 15:29:29  | FRM | ### | TDMS ByteOrder: BigEndian
31-Jan-2022 15:29:29  | FRM | ### | TDMS language: german
31-Jan-2022 15:29:29  | FRM | ### | ----------------------------------------------------------------------------
31-Jan-2022 15:29:29  | FRM | ### | Info: temporary saving active
31-Jan-2022 15:29:29  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
31-Jan-2022 15:29:29  | FRM | ### | 
31-Jan-2022 15:29:29  | FRM | ### | ----------------------------------------------------------------------------
31-Jan-2022 15:29:29  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
31-Jan-2022 15:29:29  | FRM | ### | ----------------------------------------------------------------------------
31-Jan-2022 15:29:29  | FRM | ### | 
31-Jan-2022 15:29:29  | FRM | ### | Sensor Pos=1 Nr=1
31-Jan-2022 15:29:29  | FRM | ### | Sensor Pos=2 Nr=4922
31-Jan-2022 15:29:29  | FRM | ### | Sensor Pos=3 Nr=4923
31-Jan-2022 15:29:29  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
31-Jan-2022 15:29:29  | FRM | ### | Test initializeded
31-Jan-2022 15:29:29  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.78.lua
31-Jan-2022 15:29:31  | INF | ### | Paranoia power reset (TM)
31-Jan-2022 15:29:33  | SEN | 001 | module_id:4911
31-Jan-2022 15:29:33  | SEN | 001 | SNR:b0b680870703132f
31-Jan-2022 15:29:34  | SEN | 001 | USNR:0000H6K250004047019KY
31-Jan-2022 15:29:34  | INF | ### | CRC 57365 crc read:57365
31-Jan-2022 15:29:34  | INF | ### | SensorNr1
31-Jan-2022 15:29:34  | INF | ### | 
31-Jan-2022 15:29:34  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
31-Jan-2022 15:29:36  | INF | ### | | RATE_X_wodrivewoCM        |     -0.086dps|  0.04dps  | -2dps< DC <2dps, AC < 0.1dps |
31-Jan-2022 15:30:00  | INF | ### | | Pout(4k_en)               |       3.139mV|   0.29mV  | -300mV< DC <300mV, AC < 2mV |
31-Jan-2022 15:30:00  | INF | ### | | Aout(4k_en & pd_aa)       |     622.977mV|   4.00mV  | 100mV< DC <1100mV, AC < 7.5mV |
31-Jan-2022 15:30:01  | INF | ### | | Aout(4k_en & pd_ai)       |     614.833mV|   4.28mV  | 100mV< DC <1100mV, AC < 7.5mV |
31-Jan-2022 15:30:02  | INF | ### | | Aout normal mode          |     625.134mV|   2.34mV  | 100mV< DC <1100mV, AC < 7.5mV |
31-Jan-2022 15:30:02  | INF | ### | | Pout normal mode          |       8.115mV|   0.22mV  | -300mV< DC <300mV, AC < 2mV |
31-Jan-2022 15:30:02  | INF | ### | | asymm_pout_4um_diff       |      -4.976mV|   0.00mV  | -10mV< DC <-0.5mV |
31-Jan-2022 15:30:02  | INF | ### | | asymm_aout_4um_ratio      |         0.500|     0.00  | 0.49< DC <0.51 |
31-Jan-2022 15:30:02  | INF | ### | | asymm_aout_pdaaai_ratio   |         1.013|     0.00  | 0.975< DC <1.025 |
31-Jan-2022 15:30:03  | INF | ### | | Normal_Rate_x             |      0.161dps|  0.06dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 15:30:03  | INF | ### | | Normal_Rate_y             |      0.052dps|  0.07dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 15:30:03  | INF | ### | | Normal_Rate_z             |      0.034dps|  0.06dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 15:30:04  | INF | ### | | CM_OFFSET_normal in TADC  |       2.578mV|   0.09mV  | 50mV< DC <550mV, AC < 7.5mV |
31-Jan-2022 15:30:04  | INF | ### | | AoutTrim                  |     632.422mV|   0.00mV  | 100mV< DC <1100mV |
31-Jan-2022 15:30:05  | INF | ### | | Aout_s16                  |     625.296mV|   0.00mV  | 200mV< DC <1100mV |
31-Jan-2022 15:30:05  | INF | ### | | Aout_rel_dev_s16          |     -1.127pct|  0.00pct  | -3pct< DC <3pct |
31-Jan-2022 15:30:07  | INF | ### | | S31:CM_in_Sens            |       0.057Au|   0.05Au  | -5Au< DC <5Au, AC < 0.2Au |
31-Jan-2022 15:30:08  | INF | ### | | S31:CM_inSens_PD_AI       |       0.464Au|   0.05Au  | -5Au< DC <5Au, AC < 0.2Au |
31-Jan-2022 15:30:08  | INF | ### | | S31:CM_inSens_PD_AA       |      -0.378Au|   0.06Au  | -5Au< DC <5Au, AC < 0.2Au |
31-Jan-2022 15:30:09  | INF | ### | | S31:CM_inSens_PD_AIAA     |       0.055Au|   0.05Au  | -5Au< DC <5Au, AC < 0.2Au |
31-Jan-2022 15:30:11  | INF | ### | | CV_D_in_Sens              |  23508.890LSB|  2.75LSB  | abs(DC) > 20000LSB, AC < 5LSB |
31-Jan-2022 15:30:13  | INF | ### | | GYRO_TAU                  |      76.502ms|   0.00ms  | 40ms< DC <100ms |
31-Jan-2022 15:30:13  | INF | ### | | VCO_freq_measured         |      0.000KHz|  0.00KHz  | 22.5KHz< DC <27.500KHz |
31-Jan-2022 15:30:13  | INF | ### | | VCO_freq_FT               |     25.301KHz|  0.00KHz  | 22.5KHz< DC <27.500KHz |
31-Jan-2022 15:30:13  | INF | ### | | VCO_freq_dev              |   25301.200Hz|   0.00Hz  | -100Hz< DC <100Hz |
31-Jan-2022 15:30:15  | INF | ### | | Gyro_rate_raw_x           |      2.948dps|  0.04dps  | -100dps< DC <100dps, AC < 0.2dps |
31-Jan-2022 15:30:15  | INF | ### | | Gyro_rate_raw_y           |      9.246dps|  0.04dps  | -100dps< DC <100dps, AC < 0.2dps |
31-Jan-2022 15:30:15  | INF | ### | | Gyro_rate_raw_z           |     -0.533dps|  0.04dps  | -100dps< DC <100dps, AC < 0.2dps |
31-Jan-2022 15:30:15  | INF | ### | | Quad_q2r_res_x            |      9.562dps|  0.42dps  | -3000dps< DC <3000dps, AC < 10dps |
31-Jan-2022 15:30:15  | INF | ### | | Quad_q2r_res_y            |   -409.589dps|  0.68dps  | -3000dps< DC <3000dps, AC < 10dps |
31-Jan-2022 15:30:15  | INF | ### | | Quad_q2r_res_z            |    -36.483dps|  1.08dps  | -3000dps< DC <3000dps, AC < 10dps |
31-Jan-2022 15:30:22  | INF | ### | | Rdiff_cvs_x               |      0.377dps|  0.00dps  | -5dps< DC <5dps |
31-Jan-2022 15:30:22  | INF | ### | | Rdiff_cvs_y               |      1.237dps|  0.00dps  | -5dps< DC <5dps |
31-Jan-2022 15:30:22  | INF | ### | | Rdiff_cvs_z               |      0.136dps|  0.00dps  | -5dps< DC <5dps |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_cvs_x               |  -1602.188dps|  0.00dps  | -6000dps< DC <-200dps |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_cvs_y               |  -2133.323dps|  0.00dps  | -6000dps< DC <-200dps |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_cvs_z               |   1335.906dps|  0.00dps  | 200dps< DC <6000dps |
31-Jan-2022 15:30:22  | INF | ### | | Phase_cvs_x               |    -0.235mrad| 0.00mrad  | -10mrad< DC <10mrad |
31-Jan-2022 15:30:22  | INF | ### | | Phase_cvs_y               |    -0.580mrad| 0.00mrad  | -10mrad< DC <10mrad |
31-Jan-2022 15:30:22  | INF | ### | | Phase_cvs_z               |     0.102mrad| 0.00mrad  | -10mrad< DC <10mrad |
31-Jan-2022 15:30:22  | INF | ### | | Rdiff_x                   |      0.249dps|  0.00dps  | 0.01dps< DC <5dps |
31-Jan-2022 15:30:22  | INF | ### | | Rdiff_y                   |     -0.712dps|  0.00dps  | -5dps< DC <-0.01dps |
31-Jan-2022 15:30:22  | INF | ### | | Rdiff_z                   |      0.553dps|  0.00dps  | 0.01dps< DC <5dps |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_x                   |   -193.584dps|  0.00dps  | -248dps< DC <-120dps |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_y                   |    210.238dps|  0.00dps  | 140dps< DC <268dps |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_z                   |   -368.606dps|  0.00dps  | -464dps< DC <-272dps |
31-Jan-2022 15:30:22  | INF | ### | | Phase_TOSK_x              |    -1.288mrad| 0.00mrad  | -5mrad< DC <-0.1mrad |
31-Jan-2022 15:30:22  | INF | ### | | Phase_TOSK_y              |    -3.388mrad| 0.00mrad  | -7mrad< DC <-0.1mrad |
31-Jan-2022 15:30:22  | INF | ### | | Phase_TOSK_z              |    -1.499mrad| 0.00mrad  | -5mrad< DC <-0.1mrad |
31-Jan-2022 15:30:22  | INF | ### | | QDIFFtrim_X               |    194.750dps|  0.00dps  |   |
31-Jan-2022 15:30:22  | INF | ### | | QDIFFtrim_Y               |    208.400dps|  0.00dps  |   |
31-Jan-2022 15:30:22  | INF | ### | | QDIFFtrim_Z               |    368.000dps|  0.00dps  |   |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_dev_X               |     -1.166dps|  0.00dps  |   |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_dev_Y               |      1.838dps|  0.00dps  |   |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_dev_Z               |      0.606dps|  0.00dps  |   |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_rel_dev_X           |     -0.599pct|  0.00pct  | -3 pct < DC < 3 pct |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_rel_dev_Y           |      0.882pct|  0.00pct  | -3 pct < DC < 3 pct |
31-Jan-2022 15:30:22  | INF | ### | | Qdiff_rel_dev_Z           |      0.165pct|  0.00pct  | -3 pct < DC < 3 pct |
31-Jan-2022 15:30:22  | INF | ### | | Post_Rate_x               |      0.165dps|  0.05dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 15:30:22  | INF | ### | | Post_Rate_y               |      0.058dps|  0.06dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 15:30:23  | INF | ### | | Post_Rate_z               |      0.045dps|  0.05dps  | -25dps< DC <25dps, AC < 0.2dps |
31-Jan-2022 15:30:24  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|         1.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:24  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|        12.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:24  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:24  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|        38.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:26  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|         2.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:26  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|        11.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:26  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:26  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|        26.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:28  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|         3.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:28  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|        12.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:28  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:28  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|        28.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:30  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|         4.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:30  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|        13.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:30  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:30  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|        27.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:31  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|         5.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:31  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|        12.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:31  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:31  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|        26.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:33  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|         6.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:33  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|        10.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:33  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:33  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|        25.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:35  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|         7.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:35  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|        11.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:35  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|         0.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:35  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|        25.000|     0.00  | S23 -> combo |
31-Jan-2022 15:30:35  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20220131152929\\AoutStartUp_Loop7_Pos1_module_id_4911_20220131153033.csv
31-Jan-2022 15:30:36  | INF | ### | | GYRO_STARTUP time         |      28.788ms|   0.00ms  | 15 ms< DC <40 ms |
31-Jan-2022 15:30:37  | INF | ### | | ASIC_temp_start           |    21.005degC| 0.01degC  | 15 degC< DC <30 degC |
31-Jan-2022 15:30:37  | INF | ### | | ASIC_temp_end             |    21.125degC| 0.01degC  | 15 degC< DC <30 degC |
31-Jan-2022 15:30:37  | INF | ### | 
31-Jan-2022 15:30:38  | INF | ### | Paranoia power reset (TM)
31-Jan-2022 15:30:42  | INF | ### | | a_x_G32_stim_zp1g         |      -7.656mg|   2.35mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 15:30:42  | INF | ### | | a_y_G32_stim_zp1g         |       4.531mg|   2.94mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 15:30:42  | INF | ### | | a_z_G32_stim_zp1g         |     994.375mg|   2.57mg  | 900mg < DC < 1100 mg, AC < 2 mg |
31-Jan-2022 15:30:43  | INF | ### | | a_x_G16_stim_zp1g         |      -1.152mg|   1.45mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 15:30:43  | INF | ### | | a_y_G16_stim_zp1g         |       3.574mg|   1.84mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 15:30:43  | INF | ### | | a_z_G16_stim_zp1g         |     990.664mg|   2.18mg  | 900mg < DC < 1100 mg, AC < 2 mg |
31-Jan-2022 15:30:44  | INF | ### | | a_x_stim_zp1g_pre_bite    |       0.703mg|   1.86mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 15:30:44  | INF | ### | | a_y_stim_zp1g_pre_bite    |       2.070mg|   2.41mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 15:30:44  | INF | ### | | a_z_stim_zp1g_pre_bite    |     990.547mg|   2.44mg  | 980mg < DC < 1020 mg, AC < 2 mg |
31-Jan-2022 15:30:45  | INF | ### | | a_x_stim_zp1g_bite_sign0  |    4973.711mg|   2.39mg  | 3000mg < DC < 7000 mg |
31-Jan-2022 15:30:45  | INF | ### | | a_y_stim_zp1g_bite_sign0  |   -4208.047mg|   1.56mg  | -6500mg < DC < -2000 mg |
31-Jan-2022 15:30:45  | INF | ### | | a_z_stim_zp1g_bite_sign0  |   -3671.484mg|   0.98mg  | -5000mg < DC < -2000 mg |
31-Jan-2022 15:30:46  | INF | ### | | a_x_stim_zp1g_bite_sign1  |   -4756.016mg|   2.08mg  | -7000mg < DC < -3000 mg |
31-Jan-2022 15:30:46  | INF | ### | | a_y_stim_zp1g_bite_sign1  |    4328.359mg|   1.77mg  | 2000mg < DC < 6500 mg |
31-Jan-2022 15:30:46  | INF | ### | | a_z_stim_zp1g_bite_sign1  |    5826.367mg|   1.20mg  | 4000mg < DC < 7000 mg |
31-Jan-2022 15:30:47  | INF | ### | | a_x_stim_zp1g_post_bite   |       1.250mg|   1.98mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 15:30:47  | INF | ### | | a_y_stim_zp1g_post_bite   |       1.914mg|   2.06mg  | -20mg < DC < 20 mg, AC < 2 mg |
31-Jan-2022 15:30:47  | INF | ### | | a_z_stim_zp1g_post_bite   |     990.664mg|   2.15mg  | 980mg < DC < 1020 mg, AC < 2 mg |
31-Jan-2022 15:30:47  | INF | ### | | a_x_stim_zp1g_bite_sum    |     216.289mg|   0.00mg  | 3750mg < DC < 3750mg |
31-Jan-2022 15:30:47  | INF | ### | | a_y_stim_zp1g_bite_sum    |     116.172mg|   0.00mg  | 3750mg < DC < 3750mg |
31-Jan-2022 15:30:47  | INF | ### | | a_z_stim_zp1g_bite_sum    |     173.789mg|   0.00mg  | 3750mg < DC < 3750mg |
31-Jan-2022 15:30:47  | INF | ### | | a_x_stim_zp1g_bite_diff   |    9729.727mg|   0.00mg  | 6500mg < DC < 13000mg |
31-Jan-2022 15:30:47  | INF | ### | | a_y_stim_zp1g_bite_diff   |   -8536.406mg|   0.00mg  | -12000mg < DC < -5500mg |
31-Jan-2022 15:30:47  | INF | ### | | a_z_stim_zp1g_bite_diff   |   -9497.852mg|   0.00mg  | -11500mg < DC < -7000mg |
31-Jan-2022 15:30:47  | INF | ### | | a_x_stim_zp1g_prepost_bite|       0.547mg|   0.00mg  | -10 mg < DC < 10mg |
31-Jan-2022 15:30:47  | INF | ### | | a_y_stim_zp1g_prepost_bite|      -0.156mg|   0.00mg  | -10 mg < DC < 10mg |
31-Jan-2022 15:30:47  | INF | ### | | a_z_stim_zp1g_prepost_bite|       0.117mg|   0.00mg  | -10 mg < DC < 10mg |
31-Jan-2022 15:30:49  | INF | ### | | a_x_S28_SC_Sensor_Mode    |  26235.430LSB|  0.84LSB  | X < DC < X, AC < X |
31-Jan-2022 15:30:49  | INF | ### | | a_y_S28_SC_Sensor_Mode    | -27193.438LSB|  0.63LSB  | X < DC < X, AC < X |
31-Jan-2022 15:30:49  | INF | ### | | a_z_S28_SC_Sensor_Mode    | -25021.523LSB|  0.53LSB  | X < DC < X, AC < X |
31-Jan-2022 15:30:50  | INF | ### | | a_x_S28_SC_CBIST          |  24096.875LSB|  1.09LSB  | X < DC < X, AC < X |
31-Jan-2022 15:30:50  | INF | ### | | a_y_S28_SC_CBIST          | -24614.922LSB|  1.01LSB  | X < DC < X, AC < X |
