06-Dec-2021 17:04:43  | FRM | ### | ----------------------------------------------------------------------------
06-Dec-2021 17:04:43  | FRM | ### | LMEx Framework Version: 4.0.0.12
06-Dec-2021 17:04:43  | FRM | ### | LMEx 32Bit
06-Dec-2021 17:04:43  | FRM | ### | LMEx Sensor Version: 1.1.11.3
06-Dec-2021 17:04:43  | FRM | ### | User: MIB1RT
06-Dec-2021 17:04:43  | FRM | ### | User level: EXTENDED
06-Dec-2021 17:04:43  | FRM | ### | Test bench         : CANONLY
06-Dec-2021 17:04:43  | FRM | ### | Host name          : RT-Z0KG0
06-Dec-2021 17:04:43  | FRM | ### | Unibox Id          : 100
06-Dec-2021 17:04:43  | FRM | ### | Mainboard Number   : -1
06-Dec-2021 17:04:43  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
06-Dec-2021 17:04:43  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007738_8D-21-670\04-El._Testing_at_RT_Accel_Gyro(3)\FA_4718-4719
06-Dec-2021 17:04:43  | FRM | ### | Temporary file path: c:\TempMessdaten\\20211206170443\
06-Dec-2021 17:04:43  | FRM | ### | Movejob: deactivated
06-Dec-2021 17:04:43  | FRM | ### | TDMS ByteOrder: BigEndian
06-Dec-2021 17:04:43  | FRM | ### | TDMS language: german
06-Dec-2021 17:04:43  | FRM | ### | ----------------------------------------------------------------------------
06-Dec-2021 17:04:43  | FRM | ### | Info: temporary saving active
06-Dec-2021 17:04:43  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
06-Dec-2021 17:04:43  | FRM | ### | 
06-Dec-2021 17:04:43  | FRM | ### | ----------------------------------------------------------------------------
06-Dec-2021 17:04:43  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
06-Dec-2021 17:04:43  | FRM | ### | ----------------------------------------------------------------------------
06-Dec-2021 17:04:43  | FRM | ### | 
06-Dec-2021 17:04:43  | FRM | ### | Sensor Pos=1 Nr=1
06-Dec-2021 17:04:43  | FRM | ### | Sensor Pos=2 Nr=4718
06-Dec-2021 17:04:43  | FRM | ### | Sensor Pos=3 Nr=4719
06-Dec-2021 17:04:43  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
06-Dec-2021 17:04:43  | FRM | ### | Test initializeded
06-Dec-2021 17:04:43  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
06-Dec-2021 17:04:45  | INF | ### | Paranoia power reset (TM)
06-Dec-2021 17:04:47  | SEN | 001 | module_id:12564
06-Dec-2021 17:04:47  | SEN | 001 | SNR:6928726907053114
06-Dec-2021 17:04:48  | SEN | 001 | USNR:0000H2NH52019020049KY
06-Dec-2021 17:04:48  | INF | ### | CRC 28195 crc read:28195
06-Dec-2021 17:04:48  | INF | ### | SensorNr1
06-Dec-2021 17:04:48  | INF | ### | 
06-Dec-2021 17:04:48  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
06-Dec-2021 17:04:51  | INF | ### | | RATE_X_wodrivewoCM        |      -0.09dps|  0.04dps  | DC <2dps, AC < 0.088dps |
06-Dec-2021 17:05:11  | INF | ### | | CV_Z_inTADC_diff          |       -0.27mV|   0.00mV  | W/ CM minus W/O CM |
06-Dec-2021 17:05:11  | INF | ### | | RATE_X_wodrivewCM_s30     |      -12.50mv|  -0.23mv  | pls compare it with CV_X_wodrivewCM in TADC |
06-Dec-2021 17:05:12  | INF | ### | | RATE_Y_wodrivewCM_s30     |       24.43mv|   0.17mv  | pls compare it with CV_Y_wodrivewCM in TADC |
06-Dec-2021 17:05:12  | INF | ### | | RATE_Z_wodrivewCM_s30     |       -0.63mv|  -0.54mv  | pls compare it with CV_Z_wdrivewoCM in TADC |
06-Dec-2021 17:05:12  | INF | ### | | S30_CV_X_diff_wodrivewCM  |       -6.74mv|   0.00mv  |  |
06-Dec-2021 17:05:12  | INF | ### | | S30_CV_Y_diff_wodrivewCM  |       -8.75mv|   0.00mv  |  |
06-Dec-2021 17:05:12  | INF | ### | | S30_CV_Z_diff_wodrivewCM  |        7.57mv|   0.00mv  |  |
06-Dec-2021 17:05:14  | INF | ### | | CM_OFFSET_wodrive in TADC |       10.30mV|   0.11mV  |  |
06-Dec-2021 17:05:15  | INF | ### | | Aout(4k_en)               |      331.37mV|   1.66mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
06-Dec-2021 17:05:15  | INF | ### | | Pout(4k_en)               |       16.04mV|   0.26mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
06-Dec-2021 17:05:16  | INF | ### | | Aout(4k_en & pd_aa)       |      661.92mV|   3.43mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_aa=1 \\ saturation?~^ |
06-Dec-2021 17:05:16  | INF | ### | | Aout(4k_en & pd_ai)       |      653.16mV|   2.82mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_ai=1 \\ saturation?~^ |
06-Dec-2021 17:05:17  | INF | ### | | Aout normal mode          |      659.89mV|   2.87mV  | ^~default~^ |
06-Dec-2021 17:05:18  | INF | ### | | Normal_Rate_x             |       0.46dps|  0.05dps  | comment |
06-Dec-2021 17:05:18  | INF | ### | | Normal_Rate_y             |      -0.06dps|  0.06dps  | comment |
06-Dec-2021 17:05:18  | INF | ### | | Normal_Rate_z             |      -0.01dps|  0.05dps  | comment |
06-Dec-2021 17:05:18  | INF | ### | | Pout normal mode          |       21.93mV|   0.37mV  | ^~default~^ |
06-Dec-2021 17:05:20  | INF | ### | | CM_OFFSET_normal in TADC  |       10.30mV|   0.10mV  |  |
06-Dec-2021 17:05:20  | INF | ### | | AoutTrim                  |      671.09mV|   0.00mV  |  |
06-Dec-2021 17:05:21  | INF | ### | | Aout_s16                  |      659.83mV|   0.00mV  |  |
06-Dec-2021 17:05:21  | INF | ### | | Aout_rel_dev_s16          |      -1.68pct|  0.00pct  |  |
06-Dec-2021 17:05:23  | INF | ### | | S31:CM_in_Sens            |        0.05Au|   0.04Au  | comment |
06-Dec-2021 17:05:23  | INF | ### | | S31:CM_inSens_PD_AI       |        0.51Au|   0.05Au  | comment |
06-Dec-2021 17:05:24  | INF | ### | | S31:CM_inSens_PD_AA       |       -0.44Au|   0.04Au  | comment |
06-Dec-2021 17:05:25  | INF | ### | | S31:CM_inSens_PD_AIAA     |        0.05Au|   0.04Au  | comment |
06-Dec-2021 17:05:27  | INF | ### | | CV_D_in_Sens              |   23734.32LSB|  3.71LSB  | comment |
06-Dec-2021 17:05:29  | INF | ### | | GYRO_TAU                  |       70.96ms|   0.00ms  | comment |
06-Dec-2021 17:05:29  | INF | ### | | VCO_freq_measured         |       0.00KHz|  0.00KHz  | it would only work on DKT, get 0 from HMP |
06-Dec-2021 17:05:29  | INF | ### | | VCO_freq_FT               |      25.92KHz|  0.00KHz  |  |
06-Dec-2021 17:05:29  | INF | ### | | VCO_freq_dev              |    25918.40Hz|   0.00Hz  | 100Hz dev max, This data will only be available when the FA script run on DKT |
06-Dec-2021 17:05:30  | INF | ### | | Gyro_rate_raw_x           |      -5.97dps|  0.03dps  | comment |
06-Dec-2021 17:05:30  | INF | ### | | Gyro_rate_raw_y           |      -2.55dps|  0.07dps  | comment |
06-Dec-2021 17:05:31  | INF | ### | | Gyro_rate_raw_z           |      -4.43dps|  0.04dps  | comment |
06-Dec-2021 17:05:31  | INF | ### | | Quad_q2r_res_x            |      52.29dps|  1.29dps  | comment |
06-Dec-2021 17:05:31  | INF | ### | | Quad_q2r_res_y            |    -774.71dps|  0.22dps  | comment |
06-Dec-2021 17:05:31  | INF | ### | | Quad_q2r_res_z            |     -61.78dps|  0.24dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Rdiff_cvs_x               |       0.34dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Rdiff_cvs_y               |       0.86dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Rdiff_cvs_z               |       0.16dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Qdiff_cvs_x               |   -1426.38dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Qdiff_cvs_y               |   -2163.65dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Qdiff_cvs_z               |    1179.35dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Phase_cvs_x               |     -0.24mrad| 0.00mrad  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Phase_cvs_y               |     -0.40mrad| 0.00mrad  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Phase_cvs_z               |      0.13mrad| 0.00mrad  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Rdiff_x                   |       0.31dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Rdiff_y                   |      -0.73dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Rdiff_z                   |       0.76dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Qdiff_x                   |    -193.32dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Qdiff_y                   |     207.50dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Qdiff_z                   |    -373.86dps|  0.00dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Phase_TOSK_x              |     -1.58mrad| 0.00mrad  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Phase_TOSK_y              |     -3.53mrad| 0.00mrad  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Phase_TOSK_z              |     -2.04mrad| 0.00mrad  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Post_Rate_x               |       0.45dps|  0.04dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Post_Rate_y               |      -0.07dps|  0.07dps  | comment |
06-Dec-2021 17:05:38  | INF | ### | | Post_Rate_z               |      -0.13dps|  0.05dps  | comment |
06-Dec-2021 17:05:40  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|          1.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:40  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|         13.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:40  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|          0.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:40  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|         28.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:42  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|          2.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:42  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|         14.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:42  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|          0.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:42  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|         31.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:44  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|          3.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:44  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|         13.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:44  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|          0.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:44  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|         29.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:45  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|          4.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:45  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|         13.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:45  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|          0.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:45  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|         28.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:47  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|          5.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:47  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|         10.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:47  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|          0.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:47  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|         25.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:49  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|          6.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:49  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|         14.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:49  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|          0.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:49  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|         26.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:51  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|          7.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:51  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|         14.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:51  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|          0.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:51  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|         26.00|     0.00  | S23 -> combo |
06-Dec-2021 17:05:51  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20211206170443\\AoutStartUp_Loop7_Pos1_module_id_12564_20211206170549.csv
06-Dec-2021 17:05:52  | INF | ### | | GYRO_STARTUP time         |       31.60ms|   0.00ms  | check only the mean value |
06-Dec-2021 17:05:53  | INF | ### | | ASIC_temp_start           |     18.90degC| 0.00degC  | ^~temperature taken upon start~^ |
06-Dec-2021 17:05:53  | INF | ### | | ASIC_temp_end             |     19.04degC| 0.01degC  | ^~temperature taken at the end~^ |
06-Dec-2021 17:05:53  | INF | ### | 
06-Dec-2021 17:05:54  | INF | ### | Paranoia power reset (TM)
06-Dec-2021 17:05:58  | INF | ### | | a_x_G32_stim_zp1g         |        6.21mg|   2.09mg  | -20mg < DC < 20 mg, AC < 2 mg |
06-Dec-2021 17:05:58  | INF | ### | | a_y_G32_stim_zp1g         |       -9.96mg|   2.17mg  | -20mg < DC < 20 mg, AC < 2 mg |
06-Dec-2021 17:05:58  | INF | ### | | a_z_G32_stim_zp1g         |      988.71mg|   1.52mg  | 900mg < DC < 1100 mg, AC < 2 mg |
06-Dec-2021 17:05:59  | INF | ### | | a_x_G16_stim_zp1g         |        4.24mg|   1.84mg  | -20mg < DC < 20 mg, AC < 2 mg |
06-Dec-2021 17:05:59  | INF | ### | | a_y_G16_stim_zp1g         |      -10.74mg|   1.53mg  | -20mg < DC < 20 mg, AC < 2 mg |
06-Dec-2021 17:05:59  | INF | ### | | a_z_G16_stim_zp1g         |      988.30mg|   1.81mg  | 900mg < DC < 1100 mg, AC < 2 mg |
06-Dec-2021 17:06:00  | INF | ### | | a_x_stim_zp1g_pre_bite    |       11.29mg|   1.32mg  | -20mg < DC < 20 mg, AC < 2 mg |
06-Dec-2021 17:06:00  | INF | ### | | a_y_stim_zp1g_pre_bite    |      -12.42mg|   1.61mg  | -20mg < DC < 20 mg, AC < 2 mg |
06-Dec-2021 17:06:00  | INF | ### | | a_z_stim_zp1g_pre_bite    |      983.79mg|   1.38mg  | 980mg < DC < 1020 mg, AC < 2 mg |
06-Dec-2021 17:06:01  | INF | ### | | a_x_stim_zp1g_bite_sign0  |     5355.94mg|   0.94mg  | 3000mg < DC < 7000 mg |
06-Dec-2021 17:06:01  | INF | ### | | a_y_stim_zp1g_bite_sign0  |    -4547.03mg|   2.65mg  | -6500mg < DC < -2000 mg |
06-Dec-2021 17:06:01  | INF | ### | | a_z_stim_zp1g_bite_sign0  |    -3625.20mg|   0.89mg  | -5000mg < DC < -2000 mg |
06-Dec-2021 17:06:02  | INF | ### | | a_x_stim_zp1g_bite_sign1  |    -5038.09mg|   1.20mg  | -7000mg < DC < -3000 mg |
06-Dec-2021 17:06:02  | INF | ### | | a_y_stim_zp1g_bite_sign1  |     4654.30mg|   1.99mg  | 2000mg < DC < 6500 mg |
06-Dec-2021 17:06:02  | INF | ### | | a_z_stim_zp1g_bite_sign1  |     5827.30mg|   1.28mg  | 4000mg < DC < 7000 mg |
06-Dec-2021 17:06:03  | INF | ### | | a_x_stim_zp1g_post_bite   |       11.02mg|   2.42mg  | -20mg < DC < 20 mg, AC < 2 mg |
06-Dec-2021 17:06:03  | INF | ### | | a_y_stim_zp1g_post_bite   |      -12.42mg|   1.56mg  | -20mg < DC < 20 mg, AC < 2 mg |
06-Dec-2021 17:06:03  | INF | ### | | a_z_stim_zp1g_post_bite   |      983.75mg|   1.82mg  | 980mg < DC < 1020 mg, AC < 2 mg |
06-Dec-2021 17:06:03  | INF | ### | | a_x_stim_zp1g_bite_sum    |      295.27mg|   0.00mg  | 3750mg < DC < 3750mg |
06-Dec-2021 17:06:03  | INF | ### | | a_y_stim_zp1g_bite_sum    |      132.11mg|   0.00mg  | 3750mg < DC < 3750mg |
06-Dec-2021 17:06:03  | INF | ### | | a_z_stim_zp1g_bite_sum    |      234.53mg|   0.00mg  | 3750mg < DC < 3750mg |
06-Dec-2021 17:06:03  | INF | ### | | a_x_stim_zp1g_bite_diff   |    10394.02mg|   0.00mg  | 6500mg < DC < 13000mg |
06-Dec-2021 17:06:03  | INF | ### | | a_y_stim_zp1g_bite_diff   |    -9201.33mg|   0.00mg  | -12000mg < DC < -5500mg |
06-Dec-2021 17:06:03  | INF | ### | | a_z_stim_zp1g_bite_diff   |    -9452.50mg|   0.00mg  | -11500mg < DC < -7000mg |
06-Dec-2021 17:06:03  | INF | ### | | a_x_stim_zp1g_prepost_bite|       -0.27mg|   0.00mg  | -10 mg < DC < 10mg |
06-Dec-2021 17:06:03  | INF | ### | | a_y_stim_zp1g_prepost_bite|        0.00mg|   0.00mg  | -10 mg < DC < 10mg |
06-Dec-2021 17:06:03  | INF | ### | | a_z_stim_zp1g_prepost_bite|       -0.04mg|   0.00mg  | -10 mg < DC < 10mg |
06-Dec-2021 17:06:05  | INF | ### | | a_x_S28_SC_Sensor_Mode    |   25175.47LSB|  0.61LSB  | X < DC < X, AC < X |
06-Dec-2021 17:06:05  | INF | ### | | a_y_S28_SC_Sensor_Mode    |  -25878.36LSB|  0.49LSB  | X < DC < X, AC < X |
06-Dec-2021 17:06:05  | INF | ### | | a_z_S28_SC_Sensor_Mode    |  -24833.24LSB|  0.65LSB  | X < DC < X, AC < X |
06-Dec-2021 17:06:06  | INF | ### | | a_x_S28_SC_CBIST          |   22954.06LSB|  0.91LSB  | X < DC < X, AC < X |
06-Dec-2021 17:06:06  | INF | ### | | a_y_S28_SC_CBIST          |  -23142.54LSB|  0.77LSB  | X < DC < X, AC < X |
06-Dec-2021 17:06:06  | INF | ### | | a_z_S28_SC_CBIST          |  -23428.05LSB|  1.22LSB  | X < DC < X, AC < X |
06-Dec-2021 17:06:07  | INF | ### | | NSF_S28_x                 |          0.91|     0.00  | NSF_S28_x |
06-Dec-2021 17:06:07  | INF | ### | | NSF_S28_y                 |          0.89|     0.00  | NSF_S28_y |
06-Dec-2021 17:06:07  | INF | ### | | NSF_S28_z                 |          0.94|     0.00  | NSF_S28_z |
06-Dec-2021 17:06:07  | INF | ### | | a_x_S28_DC_SC_CBIST       |    -557.27LSB|  0.62LSB  | X < DC < X, AC < X |
06-Dec-2021 17:06:07  | INF | ### | | a_y_S28_DC_SC_CBIST       |     482.58LSB|  0.54LSB  | X < DC < X, AC < X |
06-Dec-2021 17:06:07  | INF | ### | | a_z_S28_DC_SC_CBIST       |     477.66LSB|  0.65LSB  | X < DC < X, AC < X |
06-Dec-2021 17:06:07  | INF | ### | | a_x_S28_DC_SC_CBIST_nsf   |          0.57|     0.00  | a_x_S28_DC_SC_CBIST_nsf |
06-Dec-2021 17:06:07  | INF | ### | | a_y_S28_DC_SC_CBIST_nsf   |          0.48|     0.00  | a_y_S28_DC_SC_CBIST_nsf |
06-Dec-2021 17:06:07  | INF | ### | | a_z_S28_DC_SC_CBIST_nsf   |          0.61|     0.00  | a_z_S28_DC_SC_CBIST_nsf |
