01-Dec-2021 15:37:07  | FRM | ### | ----------------------------------------------------------------------------
01-Dec-2021 15:37:07  | FRM | ### | LMEx Framework Version: 4.0.0.12
01-Dec-2021 15:37:07  | FRM | ### | LMEx 32Bit
01-Dec-2021 15:37:07  | FRM | ### | LMEx Sensor Version: 1.1.11.3
01-Dec-2021 15:37:07  | FRM | ### | User: MIB1RT
01-Dec-2021 15:37:07  | FRM | ### | User level: EXTENDED
01-Dec-2021 15:37:07  | FRM | ### | Test bench         : CANONLY
01-Dec-2021 15:37:07  | FRM | ### | Host name          : RT-Z0KG0
01-Dec-2021 15:37:07  | FRM | ### | Unibox Id          : 100
01-Dec-2021 15:37:07  | FRM | ### | Mainboard Number   : -1
01-Dec-2021 15:37:07  | FRM | ### | Measurement profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
01-Dec-2021 15:37:07  | FRM | ### | Final file path    : g:\DfsDE\LOC\Rt\BST\40_bst_lab\06_products\bmi284-lab\I007715_8D-21-664\04-El._Testing_at_RT_Accel_Gyro(3)\4700_FA
01-Dec-2021 15:37:07  | FRM | ### | Temporary file path: c:\TempMessdaten\\20211201153707\
01-Dec-2021 15:37:07  | FRM | ### | Movejob: deactivated
01-Dec-2021 15:37:07  | FRM | ### | TDMS ByteOrder: BigEndian
01-Dec-2021 15:37:07  | FRM | ### | TDMS language: german
01-Dec-2021 15:37:07  | FRM | ### | ----------------------------------------------------------------------------
01-Dec-2021 15:37:07  | FRM | ### | Info: temporary saving active
01-Dec-2021 15:37:07  | FRM | ### | -> Flag_SaveAndMoveLokalData: 1
01-Dec-2021 15:37:07  | FRM | ### | 
01-Dec-2021 15:37:07  | FRM | ### | ----------------------------------------------------------------------------
01-Dec-2021 15:37:07  | FRM | ### | Info: no tolerances set in profile or imported from SENSOR.EXE
01-Dec-2021 15:37:07  | FRM | ### | ----------------------------------------------------------------------------
01-Dec-2021 15:37:07  | FRM | ### | 
01-Dec-2021 15:37:08  | FRM | ### | Sensor Pos=1 Nr=1
01-Dec-2021 15:37:08  | FRM | ### | Sensor Pos=4 Nr=4700
01-Dec-2021 15:37:08  | FRM | ### | C:\LMEx\hl_treiber\CAN_lua.dll (Version 1.2.1.3) is loaded
01-Dec-2021 15:37:08  | FRM | ### | Test initializeded
01-Dec-2021 15:37:08  | FRM | ### | Profile: \\rt02fs07.de.bosch.com\laborpplib$\profile_bst\BMI284\00_Engineering\FailureAnalysis\bai284aa_FA_v0.77.lua
01-Dec-2021 15:37:10  | INF | ### | Paranoia power reset (TM)
01-Dec-2021 15:37:12  | SEN | 001 | module_id:8256
01-Dec-2021 15:37:12  | SEN | 001 | SNR:b0b6808707032040
01-Dec-2021 15:37:12  | SEN | 001 | USNR:0000H6K250004064032KY
01-Dec-2021 15:37:13  | INF | ### | CRC 64138 crc read:64138
01-Dec-2021 15:37:13  | INF | ### | SensorNr1
01-Dec-2021 15:37:13  | INF | ### | 
01-Dec-2021 15:37:13  | INF | ### | ||      Measurement         ||    Mean    ||      Std     ||  Comment     ||
01-Dec-2021 15:37:15  | INF | ### | | RATE_X_wodrivewoCM        |      -0.00dps|  0.04dps  | DC <2dps, AC < 0.088dps |
01-Dec-2021 15:37:35  | INF | ### | | CV_Y_inTADC_diff          |        0.17mV|   0.00mV  | W/ CM minus W/O CM |
01-Dec-2021 15:37:35  | INF | ### | | CV_Z_inTADC_diff          |        0.19mV|   0.00mV  | W/ CM minus W/O CM |
01-Dec-2021 15:37:36  | INF | ### | | RATE_X_wodrivewCM_s30     |       15.93mv|  -0.25mv  | pls compare it with CV_X_wodrivewCM in TADC |
01-Dec-2021 15:37:36  | INF | ### | | RATE_Y_wodrivewCM_s30     |        5.65mv|   0.12mv  | pls compare it with CV_Y_wodrivewCM in TADC |
01-Dec-2021 15:37:37  | INF | ### | | RATE_Z_wodrivewCM_s30     |       -9.08mv|  -0.42mv  | pls compare it with CV_Z_wdrivewoCM in TADC |
01-Dec-2021 15:37:37  | INF | ### | | S30_CV_X_diff_wodrivewCM  |       -3.47mv|   0.00mv  |  |
01-Dec-2021 15:37:37  | INF | ### | | S30_CV_Y_diff_wodrivewCM  |        0.68mv|   0.00mv  |  |
01-Dec-2021 15:37:37  | INF | ### | | S30_CV_Z_diff_wodrivewCM  |       -7.42mv|   0.00mv  |  |
01-Dec-2021 15:37:39  | INF | ### | | CM_OFFSET_wodrive in TADC |       -5.51mV|   0.07mV  |  |
01-Dec-2021 15:37:40  | INF | ### | | Aout(4k_en)               |      326.06mV|   2.29mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
01-Dec-2021 15:37:40  | INF | ### | | Pout(4k_en)               |       70.96mV|   0.24mV  | ^~4k_en=1; cp_cvd=0; \\=> value recovered?~^ |
01-Dec-2021 15:37:41  | INF | ### | | Aout(4k_en & pd_aa)       |      648.62mV|   4.49mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_aa=1 \\ saturation?~^ |
01-Dec-2021 15:37:41  | INF | ### | | Aout(4k_en & pd_ai)       |      643.37mV|   2.92mV  | ^~4k_en=1; cp_cvd=0; tst_gyr_pd_ai=1 \\ saturation?~^ |
01-Dec-2021 15:37:42  | INF | ### | | Aout normal mode          |      653.30mV|   2.99mV  | ^~default~^ |
01-Dec-2021 15:37:43  | INF | ### | | Normal_Rate_x             |       0.55dps|  0.06dps  | comment |
01-Dec-2021 15:37:43  | INF | ### | | Normal_Rate_y             |       0.03dps|  0.07dps  | comment |
01-Dec-2021 15:37:43  | INF | ### | | Normal_Rate_z             |       0.18dps|  0.05dps  | comment |
01-Dec-2021 15:37:43  | INF | ### | | Pout normal mode          |       75.53mV|   0.29mV  | ^~default~^ |
01-Dec-2021 15:37:45  | INF | ### | | CM_OFFSET_normal in TADC  |       -5.53mV|   0.06mV  |  |
01-Dec-2021 15:37:45  | INF | ### | | AoutTrim                  |      660.55mV|   0.00mV  |  |
01-Dec-2021 15:37:45  | INF | ### | | Aout_s16                  |      652.65mV|   0.00mV  |  |
01-Dec-2021 15:37:45  | INF | ### | | Aout_rel_dev_s16          |      -1.20pct|  0.00pct  |  |
01-Dec-2021 15:37:48  | INF | ### | | S31:CM_in_Sens            |        0.06Au|   0.03Au  | comment |
01-Dec-2021 15:37:48  | INF | ### | | S31:CM_inSens_PD_AI       |        0.51Au|   0.06Au  | comment |
01-Dec-2021 15:37:49  | INF | ### | | S31:CM_inSens_PD_AA       |       -0.42Au|   0.05Au  | comment |
01-Dec-2021 15:37:50  | INF | ### | | S31:CM_inSens_PD_AIAA     |        0.04Au|   0.05Au  | comment |
01-Dec-2021 15:37:51  | INF | ### | | CV_D_in_Sens              |   23564.11LSB|  2.31LSB  | comment |
01-Dec-2021 15:37:54  | INF | ### | | GYRO_TAU                  |        0.00ms|   0.00ms  | comment |
01-Dec-2021 15:37:54  | INF | ### | | VCO_freq_measured         |       0.00KHz|  0.00KHz  | it would only work on DKT, get 0 from HMP |
01-Dec-2021 15:37:54  | INF | ### | | VCO_freq_FT               |      25.76KHz|  0.00KHz  |  |
01-Dec-2021 15:37:54  | INF | ### | | VCO_freq_dev              |    25757.60Hz|   0.00Hz  | 100Hz dev max, This data will only be available when the FA script run on DKT |
01-Dec-2021 15:37:55  | INF | ### | | Gyro_rate_raw_x           |       3.48dps|  0.05dps  | comment |
01-Dec-2021 15:37:55  | INF | ### | | Gyro_rate_raw_y           |      15.43dps|  0.04dps  | comment |
01-Dec-2021 15:37:56  | INF | ### | | Gyro_rate_raw_z           |       0.57dps|  0.03dps  | comment |
01-Dec-2021 15:37:56  | INF | ### | | Quad_q2r_res_x            |      73.56dps|  0.51dps  | comment |
01-Dec-2021 15:37:56  | INF | ### | | Quad_q2r_res_y            |     543.45dps|  0.99dps  | comment |
01-Dec-2021 15:37:56  | INF | ### | | Quad_q2r_res_z            |     189.76dps|  0.95dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Rdiff_cvs_x               |       0.38dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Rdiff_cvs_y               |       1.04dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Rdiff_cvs_z               |       0.15dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Qdiff_cvs_x               |   -1667.80dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Qdiff_cvs_y               |   -2073.75dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Qdiff_cvs_z               |    1285.94dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Phase_cvs_x               |     -0.23mrad| 0.00mrad  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Phase_cvs_y               |     -0.50mrad| 0.00mrad  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Phase_cvs_z               |      0.11mrad| 0.00mrad  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Rdiff_x                   |       0.31dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Rdiff_y                   |      -0.83dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Rdiff_z                   |       0.75dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Qdiff_x                   |    -193.91dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Qdiff_y                   |     210.64dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Qdiff_z                   |    -374.20dps|  0.00dps  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Phase_TOSK_x              |     -1.60mrad| 0.00mrad  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Phase_TOSK_y              |     -3.92mrad| 0.00mrad  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Phase_TOSK_z              |     -2.01mrad| 0.00mrad  | comment |
01-Dec-2021 15:38:03  | INF | ### | | Post_Rate_x               |       0.55dps|  0.05dps  | comment |
01-Dec-2021 15:38:04  | INF | ### | | Post_Rate_y               |      -0.00dps|  0.06dps  | comment |
01-Dec-2021 15:38:04  | INF | ### | | Post_Rate_z               |       0.73dps|  0.04dps  | comment |
01-Dec-2021 15:38:05  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 0|          1.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:05  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 0|         11.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:05  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 0|          0.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:05  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 0|         25.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:07  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -3|          2.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:07  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -3|         11.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:07  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -3|         15.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:07  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -3|         26.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:09  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 3|          3.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:09  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 3|         10.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:09  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 3|          0.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:09  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 3|         26.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:11  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -2|          4.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:11  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -2|         12.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:11  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -2|          0.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:11  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -2|         26.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:12  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 2|          5.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:12  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 2|         12.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:12  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 2|          0.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:12  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 2|         26.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:14  | INF | ### | | S23_AoutStUp_Loop, vco_diff = -1|          6.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:14  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = -1|          9.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:14  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = -1|          0.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:14  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = -1|         25.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:16  | INF | ### | | S23_AoutStUp_Loop, vco_diff = 1|          7.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:16  | INF | ### | | S23:g:OutlierCnt:Scr23, vco_diff = 1|         10.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:16  | INF | ### | | S23:g:TimeIndex:Outlier:first:Scr23, vco_diff = 1|          0.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:16  | INF | ### | | S23:g:TimeIndex:Outlier:last:Scr23, vco_diff = 1|         25.00|     0.00  | S23 -> combo |
01-Dec-2021 15:38:16  | INF | ### | sample trace out files have been created in ;c:\TempMessdaten\\20211201153707\\AoutStartUp_Loop7_Pos1_module_id_8256_20211201153814.csv
01-Dec-2021 15:38:17  | INF | ### | | GYRO_STARTUP time         |       29.41ms|   0.00ms  | check only the mean value |
01-Dec-2021 15:38:18  | INF | ### | | ASIC_temp_start           |     21.84degC| 0.01degC  | ^~temperature taken upon start~^ |
01-Dec-2021 15:38:18  | INF | ### | | ASIC_temp_end             |     22.02degC| 0.00degC  | ^~temperature taken at the end~^ |
01-Dec-2021 15:38:18  | INF | ### | 
01-Dec-2021 15:38:19  | INF | ### | Paranoia power reset (TM)
01-Dec-2021 15:38:23  | INF | ### | | a_x_G32_stim_zp1g         |        0.51mg|   2.29mg  | -20mg < DC < 20 mg, AC < 2 mg |
01-Dec-2021 15:38:23  | INF | ### | | a_y_G32_stim_zp1g         |        1.37mg|   2.73mg  | -20mg < DC < 20 mg, AC < 2 mg |
01-Dec-2021 15:38:23  | INF | ### | | a_z_G32_stim_zp1g         |      997.93mg|   2.48mg  | 900mg < DC < 1100 mg, AC < 2 mg |
01-Dec-2021 15:38:24  | INF | ### | | a_x_G16_stim_zp1g         |        2.75mg|   1.86mg  | -20mg < DC < 20 mg, AC < 2 mg |
01-Dec-2021 15:38:24  | INF | ### | | a_y_G16_stim_zp1g         |        1.23mg|   1.56mg  | -20mg < DC < 20 mg, AC < 2 mg |
01-Dec-2021 15:38:24  | INF | ### | | a_z_G16_stim_zp1g         |      998.20mg|   1.38mg  | 900mg < DC < 1100 mg, AC < 2 mg |
01-Dec-2021 15:38:25  | INF | ### | | a_x_stim_zp1g_pre_bite    |        3.59mg|   1.31mg  | -20mg < DC < 20 mg, AC < 2 mg |
01-Dec-2021 15:38:25  | INF | ### | | a_y_stim_zp1g_pre_bite    |       -1.91mg|   2.61mg  | -20mg < DC < 20 mg, AC < 2 mg |
01-Dec-2021 15:38:25  | INF | ### | | a_z_stim_zp1g_pre_bite    |      994.53mg|   1.93mg  | 980mg < DC < 1020 mg, AC < 2 mg |
01-Dec-2021 15:38:26  | INF | ### | | a_x_stim_zp1g_bite_sign0  |     4544.73mg|   1.35mg  | 3000mg < DC < 7000 mg |
01-Dec-2021 15:38:26  | INF | ### | | a_y_stim_zp1g_bite_sign0  |    -4119.10mg|   1.82mg  | -6500mg < DC < -2000 mg |
01-Dec-2021 15:38:26  | INF | ### | | a_z_stim_zp1g_bite_sign0  |    -3600.23mg|   1.32mg  | -5000mg < DC < -2000 mg |
01-Dec-2021 15:38:27  | INF | ### | | a_x_stim_zp1g_bite_sign1  |    -4886.05mg|   1.40mg  | -7000mg < DC < -3000 mg |
01-Dec-2021 15:38:27  | INF | ### | | a_y_stim_zp1g_bite_sign1  |     4187.58mg|   1.38mg  | 2000mg < DC < 6500 mg |
01-Dec-2021 15:38:27  | INF | ### | | a_z_stim_zp1g_bite_sign1  |     5864.22mg|   1.28mg  | 4000mg < DC < 7000 mg |
01-Dec-2021 15:38:28  | INF | ### | | a_x_stim_zp1g_post_bite   |        3.87mg|   1.92mg  | -20mg < DC < 20 mg, AC < 2 mg |
01-Dec-2021 15:38:28  | INF | ### | | a_y_stim_zp1g_post_bite   |       -0.74mg|   2.08mg  | -20mg < DC < 20 mg, AC < 2 mg |
01-Dec-2021 15:38:28  | INF | ### | | a_z_stim_zp1g_post_bite   |      994.57mg|   1.60mg  | 980mg < DC < 1020 mg, AC < 2 mg |
01-Dec-2021 15:38:28  | INF | ### | | a_x_stim_zp1g_bite_sum    |     -348.52mg|   0.00mg  | 3750mg < DC < 3750mg |
01-Dec-2021 15:38:28  | INF | ### | | a_y_stim_zp1g_bite_sum    |       72.30mg|   0.00mg  | 3750mg < DC < 3750mg |
01-Dec-2021 15:38:28  | INF | ### | | a_z_stim_zp1g_bite_sum    |      274.92mg|   0.00mg  | 3750mg < DC < 3750mg |
01-Dec-2021 15:38:28  | INF | ### | | a_x_stim_zp1g_bite_diff   |     9430.78mg|   0.00mg  | 6500mg < DC < 13000mg |
01-Dec-2021 15:38:28  | INF | ### | | a_y_stim_zp1g_bite_diff   |    -8306.68mg|   0.00mg  | -12000mg < DC < -5500mg |
01-Dec-2021 15:38:28  | INF | ### | | a_z_stim_zp1g_bite_diff   |    -9464.45mg|   0.00mg  | -11500mg < DC < -7000mg |
01-Dec-2021 15:38:28  | INF | ### | | a_x_stim_zp1g_prepost_bite|        0.27mg|   0.00mg  | -10 mg < DC < 10mg |
01-Dec-2021 15:38:28  | INF | ### | | a_y_stim_zp1g_prepost_bite|        1.17mg|   0.00mg  | -10 mg < DC < 10mg |
01-Dec-2021 15:38:28  | INF | ### | | a_z_stim_zp1g_prepost_bite|        0.04mg|   0.00mg  | -10 mg < DC < 10mg |
01-Dec-2021 15:38:30  | INF | ### | | a_x_S28_SC_Sensor_Mode    |   25742.30LSB|  0.65LSB  | X < DC < X, AC < X |
01-Dec-2021 15:38:30  | INF | ### | | a_y_S28_SC_Sensor_Mode    |  -26661.09LSB|  0.72LSB  | X < DC < X, AC < X |
01-Dec-2021 15:38:30  | INF | ### | | a_z_S28_SC_Sensor_Mode    |  -25790.55LSB|  0.50LSB  | X < DC < X, AC < X |
01-Dec-2021 15:38:31  | INF | ### | | a_x_S28_SC_CBIST          |   23689.45LSB|  0.80LSB  | X < DC < X, AC < X |
01-Dec-2021 15:38:31  | INF | ### | | a_y_S28_SC_CBIST          |  -24134.73LSB|  0.91LSB  | X < DC < X, AC < X |
01-Dec-2021 15:38:31  | INF | ### | | a_z_S28_SC_CBIST          |  -23458.87LSB|  1.33LSB  | X < DC < X, AC < X |
01-Dec-2021 15:38:32  | INF | ### | | NSF_S28_x                 |          0.92|     0.00  | NSF_S28_x |
01-Dec-2021 15:38:32  | INF | ### | | NSF_S28_y                 |          0.91|     0.00  | NSF_S28_y |
01-Dec-2021 15:38:32  | INF | ### | | NSF_S28_z                 |          0.91|     0.00  | NSF_S28_z |
01-Dec-2021 15:38:32  | INF | ### | | a_x_S28_DC_SC_CBIST       |     -59.84LSB|  0.60LSB  | X < DC < X, AC < X |
01-Dec-2021 15:38:32  | INF | ### | | a_y_S28_DC_SC_CBIST       |      46.99LSB|  0.99LSB  | X < DC < X, AC < X |
01-Dec-2021 15:38:32  | INF | ### | | a_z_S28_DC_SC_CBIST       |     286.48LSB|  0.62LSB  | X < DC < X, AC < X |
01-Dec-2021 15:38:32  | INF | ### | | a_x_S28_DC_SC_CBIST_nsf   |          0.55|     0.00  | a_x_S28_DC_SC_CBIST_nsf |
01-Dec-2021 15:38:32  | INF | ### | | a_y_S28_DC_SC_CBIST_nsf   |          0.90|     0.00  | a_y_S28_DC_SC_CBIST_nsf |
01-Dec-2021 15:38:32  | INF | ### | | a_z_S28_DC_SC_CBIST_nsf   |          0.57|     0.00  | a_z_S28_DC_SC_CBIST_nsf |
01-Dec-2021 15:38:33  | INF | ### | | c_odr_trim_current        |          0.00|     0.00  | c_odr_trim_current |
